host,icmp_ok,ssh_open,python_version,status
pl4-ivr-sdp-mob-1.planeta.net,False,False,n/a,dead
pl4-ivr-sdp-mob-2.planeta.net,False,False,n/a,dead
pl4-ivr-sdp-mob-3.planeta.net,False,False,n/a,dead
pl4-ivr-sdp-mob-4.planeta.net,False,False,n/a,dead
PL4-IVR-SDP-MOB-5,True,True,Python 2.7.5,full_ok
PL4-IVR-SDP-MOB-7,True,True,Python 2.7.5,full_ok
pl4-lce-app-1,False,False,n/a,dead
pl4-lce-app-2,False,False,n/a,dead
pl4-lce-app-3,False,False,n/a,dead
pl4-lce-app-4,False,False,n/a,dead
pl4-lce-broker-1,True,True,Python 2.7.5,full_ok
pl4-lce-broker-3,True,True,Python 2.7.5,full_ok
pl4-log-indexer-1,True,True,Python 2.7.5,full_ok
pl4-log-indexer-2,False,False,n/a,dead
pl4-log-kibana-1,False,False,n/a,dead
pl4-mediaserver-2,True,True,Python 2.7.5,full_ok
pl4-mediaserver-5,True,True,Python 2.7.5,full_ok
pl4-mediaserver-8,True,True,Python 2.7.5,full_ok
pl4-mob-2.planeta.net,True,True,Python 2.7.5,full_ok
pl4-mob-3.planeta.net,True,True,Python 2.7.5,full_ok
PL4-NV-APP-1,True,True,Python 2.7.5,full_ok
PL4-NV-APP-2,False,False,n/a,dead
PL4-NV-APP-3,True,True,Python 2.7.5,full_ok
PL4-NV-APP-4,False,False,n/a,dead
PL4-NV-APP-5,False,False,n/a,dead
PL4-NV-APP-6,False,False,n/a,dead
pl4-nv-esb-1.planeta.net,True,True,Python 2.7.5,full_ok
pl4-nv-esb-2.planeta.net,True,True,Python 2.7.5,full_ok
pl4-nv-mob-1.planeta.net,False,False,n/a,dead
PL4-NV-MOB-10,False,False,n/a,dead
PL4-NV-MOB-11,False,False,n/a,dead
PL4-NV-MOB-12,False,False,n/a,dead
PL4-NV-MOB-13,False,False,n/a,dead
PL4-NV-MOB-2_,False,False,n/a,dead
pl4-nv-mob-3.planeta.net,False,False,n/a,dead
PL4-NV-MOB-4,True,True,Python 2.7.5,full_ok
pl4-nv-mob-5.planeta.net,False,False,n/a,dead
pl4-nv-mob-6.planeta.net,False,False,n/a,dead
pl4-nv-mob-7.planeta.net,False,False,n/a,dead
pl4-nv-mob-8.planeta.net,True,True,Python 2.7.5,full_ok
PL4-NV-MOB-9,False,False,n/a,dead
pl4-oferta-rel-prd01,False,False,n/a,dead
PL4-PRD-USSD-1,False,False,n/a,dead
pl4-tts1.planeta.net,True,True,Python 2.7.5,full_ok
pl4-tts1-new,True,True,Python 2.7.5,full_ok
pl5-eventos-prd01,True,True,Python 2.7.5,full_ok
pl5-eventos-prd02,True,True,Python 2.7.5,full_ok
pl5-eventos-prd03,True,True,Python 2.7.5,full_ok
pl5-eventos-prd04,True,True,Python 2.7.5,full_ok
pl5-eventos-prd05,True,True,Python 2.7.5,full_ok
pl5-eventos-prd06,True,True,Python 2.7.5,full_ok
pl5-eventos-prd07,True,True,Python 2.7.5,full_ok
pl5-eventos-prd08,True,True,Python 2.7.5,full_ok
pl5-eventos-prd10,True,True,Python 2.7.5,full_ok
pl5-eventos-prd11,True,True,Python 2.7.5,full_ok
pl5-eventos-prd13,False,False,n/a,dead
pl5-eventos-prd14,True,True,Python 2.7.5,full_ok
pl5-eventos-prd15,True,True,Python 2.7.5,full_ok
pl5-eventos-prd16,True,True,Python 2.7.5,full_ok
pl5-kannel-1.planeta.net,False,False,n/a,dead
pl5-psql-1.planeta.net,False,False,n/a,dead
pl5-psql-2.planeta.net,False,False,n/a,dead
planeta-idp-hom-1,False,False,n/a,dead
planeta-idp-hom-2,False,False,n/a,dead
planeta-idp-prd01,True,True,Python 2.7.5,full_ok
planeta-idp-prd02,False,False,n/a,dead
pl-camp-hom-mob-1,False,False,n/a,dead
pl-camp-hom-mob-2,False,False,n/a,dead
pl-central-hom-1,False,False,n/a,dead
pl-central-prd-1,False,False,n/a,dead
pl-central-prd-2,False,False,n/a,dead
Pl-enabler-postvendas,True,True,Python 2.7.5,full_ok
Pl-grav-adm-1,False,False,n/a,dead
Pl-grav-adm-2,True,True,Python 2.7.5,full_ok
pl-grav-monitor-avaya-1,True,True,Python 2.7.5,full_ok
Pl-grav-monitor-avaya-2,True,True,Python 2.7.5,full_ok
pl-GRAV-SERV-1,False,False,n/a,dead
pl-GRAV-SERV-2,False,False,n/a,dead
pl-GRAV-SERV-3,False,False,n/a,dead
pl-GRAV-SERV-4,False,False,n/a,dead
pl-GRAV-SERV-5,False,False,n/a,dead
pl-GRAV-SERV-6,False,False,n/a,dead
Pl-ivr-adm-1,True,True,Python 2.7.5,full_ok
Pl-ivr-app-1,True,True,Python 2.7.5,full_ok
Pl-ivr-app12,False,False,n/a,dead
Pl-ivr-app13,False,False,n/a,dead
Pl-ivr-app-2,True,True,Python 2.7.5,full_ok
Pl-ivr-app-3,True,True,Python 2.7.5,full_ok
Pl-ivr-app-4,True,True,Python 2.7.5,full_ok
Pl-ivr-app7,False,False,n/a,dead
Pl-ivr-app8,False,False,n/a,dead
Pl-ivr-broker-1,True,True,Python 2.7.5,full_ok
Pl-ivr-broker-2,True,True,Python 2.7.5,full_ok
pl-management,True,True,Python 2.7.5,full_ok
pl-message-prd-4,False,False,n/a,dead
pl-messag-prd-3,True,True,Python 2.7.5,full_ok
pl-prd-event-processing-1,True,True,Python 2.7.5,full_ok
pl-prd-event-processing-2,True,True,Python 2.7.5,full_ok
pl-prd-event-processing-3,True,True,Python 2.7.5,full_ok
pl-prd-event-processing-4,True,True,Python 2.7.5,full_ok
pl-prd-logging-interface-1,True,True,Python 2.7.5,full_ok
pl-prd-logging-interface-2,False,False,n/a,dead
pl-prd-search-engine-1,False,False,n/a,dead
pl-prd-search-engine-2,False,False,n/a,dead
pl-prd-search-engine-3,False,False,n/a,dead
pl-prd-search-engine-4,True,True,Python 2.7.5,full_ok
pl-prd-search-engine-5,True,True,Python 2.7.5,full_ok
pl-prd-search-engine-6,True,True,Python 2.7.5,full_ok
pl-prd-search-engine-7,True,True,Python 2.7.5,full_ok
pl-prd-search-engine-8,True,True,Python 2.7.5,full_ok
pl-sdp-v4-adm-1,False,False,n/a,dead
pl-sdp-v4-adm-2,False,False,n/a,dead
pl-sdp-v4-app-1,True,True,Python 2.7.5,full_ok
pl-sdp-v4-app-10,False,False,n/a,dead
pl-sdp-v4-app-2,True,True,Python 2.7.5,full_ok
pl-sdp-v4-app-3,True,True,Python 2.7.5,full_ok
pl-sdp-v4-app-4,True,True,Python 2.7.5,full_ok
pl-sdp-v4-app-5,True,True,Python 2.7.5,full_ok
pl-sdp-v4-app-6,True,True,Python 2.7.5,full_ok
pl-sdp-v4-app-7,False,False,n/a,dead
pl-sdp-v4-app-8,False,False,n/a,dead
pl-sdp-v4-ivr-app-1,False,False,n/a,dead
pl-sdp-v4-ivr-app-2,False,False,n/a,dead
pl-sdp-v4-ivr-app-3,False,False,n/a,dead
pl-sdp-v4-ivr-app-4,False,False,n/a,dead
pl-sdp-v4-ivr-broker-1,True,True,Python 2.7.5,full_ok
pl-sdp-v4-ivr-broker-2,True,True,Python 2.7.5,full_ok
pl-sdp-v4-soa-1,True,True,Python 2.7.5,full_ok
pl-sdp-v4-soa-2,True,True,Python 2.7.5,full_ok
pl-sdp-v4-soa-3,False,False,n/a,dead
pl-sdp-v4-soa-ati-1,False,False,n/a,dead
PL-SIG_16,False,False,n/a,dead
pl-sig-13,False,False,n/a,dead
pl-sig-14,False,False,n/a,dead
pl-sig-15,False,False,n/a,dead
pl-sig-26,False,False,n/a,dead
policy-manager-prd01_v76,False,False,n/a,dead
porgwpx01,True,True,Python 2.7.5,full_ok
porgwpx02,True,True,Python 2.7.5,full_ok
portabgw01,False,False,n/a,dead
portabgw02,False,False,n/a,dead
portalcdoprd,True,True,Python 2.7.5,full_ok
portal-clientesb2b-frontend-prd01,False,False,n/a,dead
portal-clientesb2b-frontend-prd02,False,False,n/a,dead
portal-correios-prd01,False,False,n/a,dead
portalcorrelacoes,True,True,Python 2.7.5,full_ok
portal-cre-prd03,True,True,Python 2.7.5,full_ok
portalctbc04hmg_NEW,False,False,n/a,dead
portalctbc05,True,True,Python 2.7.5,full_ok
portalctbc05hmg,True,True,Python 2.7.5,full_ok
portalctbc06,True,True,Python 2.7.5,full_ok
portalctbc06hmg_NEW,False,False,n/a,dead
portaldb01-portal-prd,True,True,Python 2.7.5,full_ok
portaldesempenho,True,True,Python 2.7.5,full_ok
portal-hom-integrator01,True,True,Python 2.7.5,full_ok
portal-odin-hml01,False,False,n/a,dead
portal-ponderacoes-b2b-prd01,True,True,Python 2.7.5,full_ok
portal-prd-integrator01,True,True,Python 2.7.5,full_ok
portal-titular-lgpd-hml01,True,True,Python 2.7.5,full_ok
portal-titular-lgpd-prd01,True,True,Python 2.7.5,full_ok
portepx01,True,True,Python 2.7.5,full_ok
portepx02,True,True,Python 2.7.5,full_ok
portepx03,True,True,Python 2.7.5,full_ok
portfolio-hom01,True,True,Python 2.7.5,full_ok
porthx01,False,True,Python 2.7.5,ssh_only
porthx02,False,True,Python 2.7.5,ssh_only
porthx03,False,True,Python 2.7.5,ssh_only
porthx04,False,True,Python 2.7.5,ssh_only
porthx05,False,True,Python 2.7.5,ssh_only
porthx06,False,True,Python 2.7.5,ssh_only
portmpx01,True,True,Python 2.7.5,full_ok
portmpx02,True,True,Python 2.7.5,full_ok
portmpx03,True,True,Python 2.7.5,full_ok
portmpx04,True,True,Python 2.7.5,full_ok
pprox.staging,False,False,n/a,dead
pprox-prd01,False,False,n/a,dead
prdgridctl,True,True,Python 2.7.5,full_ok
preproddes,True,True,Python 2.7.5,full_ok
proventos-hom-1,False,False,n/a,dead
provisioning-server-prd01,False,False,n/a,dead
proxy-01.prd.iot,False,False,n/a,dead
proxy-hom2-1,False,False,n/a,dead
proxy-prd01,False,False,n/a,dead
proxy-prd02,False,False,n/a,dead
proxy-prd-1,True,True,Python 2.7.5,full_ok
proxy-prd-2,True,True,Python 2.7.5,full_ok
proxy-prd-3,False,False,n/a,dead
proxy-prd-4,False,False,n/a,dead
prtpndb2bpx01,False,True,Python 2.7.5,ssh_only
ptdashpx01,False,False,n/a,dead
ptloghx01,False,False,n/a,dead
ptlogpx01,True,True,Python 2.7.5,full_ok
publab,True,True,Python 2.7.5,full_ok
pubprdapp1,True,True,Python 2.7.5,full_ok
pubprdapp2,True,True,Python 2.7.5,full_ok
puppet,True,True,Python 2.7.5,full_ok
pv4-camp-adm-1,False,False,n/a,dead
pv4-camp-db-1,False,True,Python 2.7.5,ssh_only
pv4-camp-db-2,False,False,n/a,dead
pv4-camp-kannel-1,True,True,Python 2.7.5,full_ok
pv4-camp-kannel-2,True,True,Python 2.7.5,full_ok
pv4-camp-kannel-3,False,False,n/a,dead
pv4-camp-kannel-4,False,False,n/a,dead
pv4-camp-mediaserver-1,True,True,Python 2.7.5,full_ok
pv4-camp-mediaserver-2,True,True,Python 2.7.5,full_ok
pv4-camp-mob-1,False,False,n/a,dead
pv4-camp-mob-2,False,False,n/a,dead
pv4-camp-wfly-1,False,False,n/a,dead
pv4-camp-wfly-2,False,False,n/a,dead
pv4-camp-wso2-1,False,False,n/a,dead
pv4-camp-wso2-2,False,False,n/a,dead
pvweb01,True,True,Python 2.7.5,full_ok
pvweb02,True,True,Python 2.7.5,full_ok
pvweblogictst,True,True,Python 2.7.5,full_ok
qualidade-hom01,True,True,Python 2.7.5,full_ok
qualidade-prd01,True,True,Python 2.7.5,full_ok
qualidade-prd02,True,True,Python 2.7.5,full_ok
qualidade-prd03,True,True,Python 2.7.5,full_ok
qualidade-prd04,True,True,Python 2.7.5,full_ok
ractelecom01-236-prd,True,True,Python 2.7.5,full_ok
ractelecom02-236-prd.dbtelecom.com.br,False,False,n/a,dead
ractelecom03-236-prd.dbtelecom.com.br,False,False,n/a,dead
radius-ciscoar-temp01_v90,False,False,n/a,dead
radius-dblogs-prd01,True,True,Python 2.7.5,full_ok
radius-iot-acc-hml01,False,False,n/a,dead
radius-iot-acc-hml02,False,False,n/a,dead
radius-iot-acc-hml03,False,False,n/a,dead
radius-iot-acc-prd01,False,False,n/a,dead
radius-iot-acc-prd02,False,False,n/a,dead
radius-iot-acc-prd03,False,False,n/a,dead
radius-iot-auth-hml01,False,False,n/a,dead
radius-iot-auth-hml02,False,False,n/a,dead
radius-iot-auth-hml03,False,False,n/a,dead
radius-iot-auth-prd02,False,False,n/a,dead
radius-iot-auth-prd03,False,False,n/a,dead
radius-ws-prd01,True,True,Python 2.7.5,full_ok
Rancher-Admin-prd01,False,False,n/a,dead
Rancher-Admin-prd02,False,False,n/a,dead
Rancher-Admin-prd03,False,False,n/a,dead
Rancher-master-prd01,False,False,n/a,dead
Rancher-master-prd02,False,False,n/a,dead
Rancher-master-prd03,False,False,n/a,dead
Rancher-master-stg01,False,False,n/a,dead
Rancher-master-stg02,False,False,n/a,dead
Rancher-master-stg03,False,False,n/a,dead
Rancher-worker-prd01,False,False,n/a,dead
Rancher-worker-prd02,False,False,n/a,dead
Rancher-worker-prd03,False,False,n/a,dead
Rancher-worker-prd04,False,False,n/a,dead
Rancher-worker-stg01,False,False,n/a,dead
Rancher-worker-stg02,False,False,n/a,dead
Rancher-worker-stg03,False,False,n/a,dead
Rancher-worker-stg04,False,False,n/a,dead
rbt-appsrv-prd01,True,True,Python 2.7.5,full_ok
rbt-dbsrv-prd01-236_v203_v632,False,False,n/a,dead
rbt-mediasrv-prd01-236_v203_v632,False,False,n/a,dead
rbt-proxysrv-prd01-236_v203_v632,False,False,n/a,dead
rdplinuxprd02,True,True,Python 2.7.5,full_ok
rdplinuxprd03,True,True,Python 2.7.5,full_ok
rdplinuxprd04,True,True,Python 2.7.5,full_ok
rdplinuxprd05,True,True,Python 2.7.5,full_ok
rdplinuxprd06,True,True,Python 2.7.5,full_ok
rdplinuxprd07,True,True,Python 2.7.5,full_ok
replicadb.cloudalgartelecom,False,False,n/a,dead
replicadb.staging,False,False,n/a,dead
repol01,False,False,n/a,dead
reposit-front-lgpd-hml01,False,False,n/a,dead
reposit-front-lgpd-prd01,True,True,Python 2.7.5,full_ok
reposit-quality-lgpd-hml01,True,True,Python 2.7.5,full_ok
rhsatepx01,True,True,Python 2.7.5,full_ok
rhua,False,True,Python 2.7.5,ssh_only
rqual-spo-prod01,True,True,Python 2.7.5,full_ok
rqual-ula-centro-prd01,True,True,Python 2.7.5,full_ok
rubictbc01,True,True,Python 2.7.5,full_ok
rubidbdes01,True,True,Python 2.7.5,full_ok
rubiprd01,True,True,Python 2.7.5,full_ok
SBLPRDAPP01,True,True,Python 2.7.5,full_ok
SBLPRDAPP02,True,True,Python 2.7.5,full_ok
sblprdapp03.network.ctbc,True,True,Python 2.7.5,full_ok
sblprdapp04.network.ctbc,True,True,Python 2.7.5,full_ok
SBLPRDCFG01,True,True,Python 2.7.5,full_ok
SBLPRDCFG02,True,True,Python 2.7.5,full_ok
SBLPRDGTW01,True,True,Python 2.7.5,full_ok
SBLPRDGTW02,True,True,Python 2.7.5,full_ok
SBLPRDOAM01,True,True,Python 2.7.5,full_ok
SBLPRDOAM02,True,True,Python 2.7.5,full_ok
SBLPRDREP01,True,True,Python 2.7.5,full_ok
SBLPRDREP02,True,True,Python 2.7.5,full_ok
SBLPRDWEB01,True,True,Python 2.7.5,full_ok
SBLPRDWEB02,True,True,Python 2.7.5,full_ok
SBLPRDWEB03,True,True,Python 2.7.5,full_ok
SBLPRDWEB04,True,True,Python 2.7.5,full_ok
scm-01.prd.iot,False,False,n/a,dead
scp-gw-diameter-prd-1,False,False,n/a,dead
scp-gw-diameter-prd-2,True,True,Python 2.7.5,full_ok
scp-gw-diameter-prd-3,False,False,n/a,dead
scp-gw-diameter-prd-5,True,True,Python 2.7.5,full_ok
scp-gw-diameter-prd-6,False,False,n/a,dead
scp-gw-http-hom2-1,False,False,n/a,dead
scp-gw-http-hom2-2,False,False,n/a,dead
scp-gw-http-prd-1,True,True,Python 2.7.5,full_ok
scp-gw-http-prd-2,False,False,n/a,dead
scp-gw-http-prd-3,False,False,n/a,dead
scp-gw-http-prd-4,True,True,Python 2.7.5,full_ok
scp-gw-http-prd-5,False,False,n/a,dead
scp-gw-http-prd-6,False,False,n/a,dead
sdr-server-captura,False,False,n/a,dead
sds-monitor-236-prd01,False,False,n/a,dead
secgtw-botcor-prd01.network.ctbc,True,True,Python 2.7.5,full_ok
sendsms-hom2-1,False,False,n/a,dead
sendsms-hom2-2,False,False,n/a,dead
sendsms-prd-1,False,False,n/a,dead
sendsms-prd-2,False,False,n/a,dead
server-analytics-prd01,False,False,n/a,dead
server-trace,False,False,n/a,dead
server-trace_prd01,False,False,n/a,dead
server-trace_prd02,False,False,n/a,dead
server-trace-10,False,False,n/a,dead
server-trace-fac,False,False,n/a,dead
server-trace-piag-prd09,False,False,n/a,dead
server-trace-ula07,False,False,n/a,dead
server-trace-ula08,False,False,n/a,dead
services-hom2-1,False,False,n/a,dead
services-hom2-2,False,False,n/a,dead
services-prd-1,True,True,Python 2.7.5,full_ok
services-prd-2,False,False,n/a,dead
services-prd-3,True,True,Python 2.7.5,full_ok
Servidor-RC-PHONE2BAPP02,False,False,n/a,dead
servidor-topologia-digital-prd01,False,False,n/a,dead
servproapp-prd01,True,True,Python 2.7.5,full_ok
servproapp-prd02,True,True,Python 2.7.5,full_ok
servprobd-prd01,True,True,Python 2.7.5,full_ok
settler01,True,True,Python 2.7.5,full_ok
sgdleanhom01,True,True,Python 2.7.5,full_ok
sgdleanprd01,True,True,Python 2.7.5,full_ok
sgp01,True,True,Python 2.7.5,full_ok
sgp01hom,True,True,Python 2.7.5,full_ok
sgp02,True,True,Python 2.7.5,full_ok
sgp02hom,True,True,Python 2.7.5,full_ok
sgprec01_NEW,False,False,n/a,dead
sipcor-prd01,False,False,n/a,dead
sittelhom01,True,True,Python 2.7.5,full_ok
smartsag-01,False,False,n/a,dead
smdpx01,True,True,Python 2.7.5,full_ok
smokeping-prd01,False,False,n/a,dead
smpp-gw-prd-1,True,True,Python 2.7.5,full_ok
smpp-gw-prd-2,True,True,Python 2.7.5,full_ok
smpp-gw-prd-3,True,True,Python 2.7.5,full_ok
smpp-gw-prd-4,True,True,Python 2.7.5,full_ok
smsc2-broker-hml01-ora,False,False,n/a,dead
smsc2-core-receiver-01,False,False,n/a,dead
smsc2-core-receiver-02,False,False,n/a,dead
smsc2-core-receiver-03,False,False,n/a,dead
smsc2-core-receiver-04,False,False,n/a,dead
smsc2-core-receiver-05,False,False,n/a,dead
smsc2-core-receiver-06,False,False,n/a,dead
smsc2-core-receiver-07,False,False,n/a,dead
smsc2-core-receiver-08,False,False,n/a,dead
smsc2-core-receiver-09,False,False,n/a,dead
smsc2-core-receiver-10,False,False,n/a,dead
smsc2-core-worker-01,False,False,n/a,dead
smsc2-core-worker-02,False,False,n/a,dead
smsc2-core-worker-03,False,False,n/a,dead
smsc2-core-worker-04,False,False,n/a,dead
smsc2-core-worker-05,False,False,n/a,dead
smsc2-core-worker-06,False,False,n/a,dead
smsc2-core-worker-07,False,False,n/a,dead
smsc2-core-worker-08,False,False,n/a,dead
smsc2-core-worker-09,False,False,n/a,dead
smsc2-core-worker-10,False,False,n/a,dead
smsc2-core-worker-11,False,False,n/a,dead
smsc2-core-worker-12,False,False,n/a,dead
smsc2-core-worker-13,False,False,n/a,dead
smsc2-core-worker-14,False,False,n/a,dead
smsc2-core-worker-15,False,False,n/a,dead
smsc2-core-worker-16,False,False,n/a,dead
smsc2-core-worker-17,False,False,n/a,dead
smsc2-core-worker-18,False,False,n/a,dead
smsc2-core-worker-19,False,False,n/a,dead
smsc2-core-worker-20,False,False,n/a,dead
smsc2-data-server-hml01,False,False,n/a,dead
smsc2-map-02.planeta.net,True,True,Python 2.7.5,full_ok
smsc2-map-03.planeta.net,False,False,n/a,dead
smsc2-map-04.planeta.net,False,False,n/a,dead
smsc2-map-hml01,False,False,n/a,dead
smsc2-map-hml02,False,False,n/a,dead
smsc2-proxy-01,False,False,n/a,dead
smsc2-proxy-02,False,False,n/a,dead
smsc2-proxy-hml01,False,False,n/a,dead
smsc2-proxy-hml02,False,False,n/a,dead
smsc2-receiver-hml01,False,False,n/a,dead
smsc2-receiver-hml02,False,False,n/a,dead
smsc2-services-01,False,False,n/a,dead
smsc2-services-02,False,False,n/a,dead
smsc2-services-03,False,False,n/a,dead
smsc2-services-04,False,False,n/a,dead
smsc2-services-hml01,False,False,n/a,dead
smsc2-services-hml02,False,False,n/a,dead
smsc2-smpp-01,False,False,n/a,dead
smsc2-smpp-02,False,False,n/a,dead
smsc2-smpp-03,False,False,n/a,dead
smsc2-smpp-04.planeta.net,False,False,n/a,dead
smsc2-smpp-05,True,True,Python 2.7.5,full_ok
smsc2-smpp-06,False,False,n/a,dead
smsc2-smpp-hml01,False,False,n/a,dead
smsc2-smpp-hml02,False,False,n/a,dead
smsc2-smpp-hml03,False,False,n/a,dead
smsc2-worker-hml-1,False,False,n/a,dead
smsc2-worker-hml-2,False,False,n/a,dead
smsc-broker,False,False,n/a,dead
smsc-core-worker-3,False,False,n/a,dead
smsc-core-worker-4,False,False,n/a,dead
smsc-core-worker-5,False,False,n/a,dead
smsc-core-worker-6,False,False,n/a,dead
smsc-core-worker-7,False,False,n/a,dead
smsc-core-worker-8,False,False,n/a,dead
smsc-data-server-1,False,False,n/a,dead
smsc-data-server-2,False,False,n/a,dead
smsc-hazelcast-1.planeta.net,False,False,n/a,dead
smsc-hazelcast-2.planeta.net,False,False,n/a,dead
smsc-hazelcast-3.planeta.net,False,False,n/a,dead
smsc-hazelcast-4.planeta.net,False,False,n/a,dead
smsc-hazelcast-5.planeta.net,False,False,n/a,dead
smsc-map-prd-1,False,False,n/a,dead
smsc-smpp-4,True,True,Python 2.7.5,full_ok
smtp01,False,False,n/a,dead
smtpapp,True,True,Python 2.7.5,full_ok
smtpapp2,True,True,Python 2.7.5,full_ok
soawsohom01,False,True,Python 2.7.5,ssh_only
soawsohom02,False,True,Python 2.7.5,ssh_only
soawsoprd01,True,True,Python 2.7.5,full_ok
soawsoprd02,True,True,Python 2.7.5,full_ok
soawsoprd03,True,True,Python 2.7.5,full_ok
soawsoprd04,True,True,Python 2.7.5,full_ok
som-hmlv2-cache01,True,True,Python 2.7.5,full_ok
som-hmlv2-cache02,True,True,Python 2.7.5,full_ok
som-hmlv2-service01,True,True,Python 2.7.5,full_ok
som-hmlv2-service02,True,True,Python 2.7.5,full_ok
som-hmlv2-view01,True,True,Python 2.7.5,full_ok
som-hmlv2-view02,True,True,Python 2.7.5,full_ok
som-hom-app01,True,True,Python 2.7.5,full_ok
som-hom-app02,True,True,Python 2.7.5,full_ok
som-hom-chat01,True,True,Python 2.7.5,full_ok
som-hom-wf01,True,True,Python 2.7.5,full_ok
som-hom-wf02,True,True,Python 2.7.5,full_ok
som-prd-app01,True,True,Python 2.7.5,full_ok
som-prd-app02,True,True,Python 2.7.5,full_ok
som-prd-chat01,True,True,Python 2.7.5,full_ok
som-prd-chat02,True,True,Python 2.7.5,full_ok
som-prd-elk02,False,False,n/a,dead
som-prdv2-cache01,True,True,Python 2.7.5,full_ok
som-prdv2-cache02,True,True,Python 2.7.5,full_ok
som-prdv2-service01,True,True,Python 2.7.5,full_ok
som-prdv2-service02,True,True,Python 2.7.5,full_ok
som-prdv2-service03,True,True,Python 2.7.5,full_ok
som-prdv2-view01,True,True,Python 2.7.5,full_ok
som-prdv2-view02,True,True,Python 2.7.5,full_ok
som-prdv2-view03,True,True,Python 2.7.5,full_ok
som-prd-wf01,True,True,Python 2.7.5,full_ok
som-prd-wf02,True,True,Python 2.7.5,full_ok
som-tit-app01,True,True,Python 2.7.5,full_ok
som-tit-chat01,True,True,Python 2.7.5,full_ok
som-tit-wf01,True,True,Python 2.7.5,full_ok
som-wf-hml02,True,True,Python 2.7.5,full_ok
som-wf-prd01,True,True,Python 2.7.5,full_ok
som-wf-prd02,True,True,Python 2.7.5,full_ok
som-wf-prd03,True,True,Python 2.7.5,full_ok
spacecor,False,False,n/a,dead
spacewalk-repo-prd01_v203,False,False,n/a,dead
spark-prd-worker01,False,False,n/a,dead
sportal-prd01,False,False,n/a,dead
sps3-app-dev01-iot,True,True,Python 2.7.5,full_ok
sps3-app-dev02-iot,True,True,Python 2.7.5,full_ok
sps3-app-hml01-iot,False,False,n/a,dead
sps3-app-hml02.iot,False,False,n/a,dead
sps3-app-prd01-iot,False,False,n/a,dead
sps3-app-prd02-iot,False,False,n/a,dead
spsdx01,True,True,Python 2.7.5,full_ok
spshom02,True,True,Python 2.7.5,full_ok
sps-hom-near01,True,True,Python 2.7.5,full_ok
sps-hom-ws01,True,True,Python 2.7.5,full_ok
sps-hom-ws01New,False,False,n/a,dead
sps-hom-ws02,True,True,Python 2.7.5,full_ok
sps-hom-ws02New,False,False,n/a,dead
spshx01,True,True,Python 2.7.5,full_ok
spshx02,True,True,Python 2.7.5,full_ok
spshx03,True,True,Python 2.7.5,full_ok
spshx04,True,True,Python 2.7.5,full_ok
spsprd01,True,True,Python 2.7.5,full_ok
spsprd02,True,True,Python 2.7.5,full_ok
spsprd03,True,True,Python 2.7.5,full_ok
spsprd04,True,True,Python 2.7.5,full_ok
sps-prd-near01,True,True,Python 2.7.5,full_ok
sps-prd-ws01-NEW,False,False,n/a,dead
sps-prd-ws02New,False,False,n/a,dead
spspx01,True,True,Python 2.7.5,full_ok
spspx02,True,True,Python 2.7.5,full_ok
spspx03,True,True,Python 2.7.5,full_ok
spspx04,True,True,Python 2.7.5,full_ok
srvkeymile01,True,True,Python 2.7.5,full_ok
srvphpdes01,True,True,Python 2.7.5,full_ok
srvphpdes01_NEW,True,True,Python 2.7.5,full_ok
srvphp-dev_NEW,False,False,n/a,dead
SSM-prd01,False,False,n/a,dead
stream-moniot-hml01-NEW,False,False,n/a,dead
stream-moniot-hml02,False,False,n/a,dead
stream-moniot-hml03,False,False,n/a,dead
stream-moniot-prd01,False,False,n/a,dead
stream-moniot-prd02,False,False,n/a,dead
stream-moniot-prd03,False,False,n/a,dead
stream-moniot-prd04,False,False,n/a,dead
stream-moniot-prd05,False,False,n/a,dead
stream-moniot-prd06,False,False,n/a,dead
stream-moniot-prd07,False,False,n/a,dead
subversion_NEW,False,False,n/a,dead
sunlight1,True,True,Python 2.7.5,full_ok
sunlight2,True,True,Python 2.7.5,full_ok
svn-prd-app01,True,True,Python 2.7.5,full_ok
syslog-correios-prd01,False,False,n/a,dead
syslog-srv01,False,False,n/a,dead
tam-01.planeta.net,False,False,n/a,dead
tcr-franca-prd01,False,False,n/a,dead
tcr-franca-prd02,False,False,n/a,dead
tcr-spo-prd01,False,False,n/a,dead
tcr-spo-prd02,False,False,n/a,dead
tcr-ula-prd01,False,False,n/a,dead
tcr-ula-prd02,False,False,n/a,dead
tcr-ula-prd03,False,False,n/a,dead
tcr-ula-prd04,True,True,Python 2.7.5,full_ok
teams-vsession-prd01,False,False,n/a,dead
teams-vsession-prd05,False,False,n/a,dead
teams-vsession-prd06,False,False,n/a,dead
telegraf-gateway-01.prd.iot,False,False,n/a,dead
telegraf-gateway-02.prd.iot,False,False,n/a,dead
Terra-Form-prd01,False,False,n/a,dead
terra-form-stg01,False,False,n/a,dead
tf-catprod-prd-matrix01,True,True,Python 2.7.5,full_ok
tf-jenkins-crm-prd01,False,False,n/a,dead
tic-adm-bb-hom01,True,True,Python 2.7.5,full_ok
tic-adm-bb-prd01,False,False,n/a,dead
tic-building-blocks-hom01,True,True,Python 2.7.5,full_ok
tic-building-blocks-hom02,True,True,Python 2.7.5,full_ok
tic-building-blocks-prd01,True,True,Python 2.7.5,full_ok
tic-building-blocks-prd02,True,True,Python 2.7.5,full_ok
