host,icmp_ok,ssh_open,python_version
id-transmissao-hml01,False,False,n/a
id-transmissao-prd01,False,False,n/a
id-transmissao-prd02,False,False,n/a
ID-VOGEL-APP-HML-01,False,False,n/a
ig-11,True,True,Python 2.7.5
imehml01,True,True,Python 2.7.5
imeprd01,True,True,Python 2.7.5
imsvaprd02,False,False,n/a
influxdb-01-apm.prd.iot,False,False,n/a
influxdb-02-apm.prd.iot,False,False,n/a
influxdb-03-apm.prd.iot,False,False,n/a
in-proxy-connect-hml01,False,False,n/a
in-proxy-connect-prd01,False,False,n/a
insight-ingestion,False,False,n/a
integpx01,True,True,Python 2.7.5
integpx01.network.ctbc,True,True,Python 2.7.5
ipa-idm-prod01,True,True,Python 2.7.5
IP-track-relay-prd01,False,False,n/a
isntascan-lgpd-prd01,False,False,n/a
iss-lgpd-hml01,True,True,Python 2.7.5
iss-lgpd-prd01,True,True,Python 2.7.5
jbossas01,True,True,Python 2.7.5
jbossas02hom,True,True,Python 2.7.5
jbosseap02,True,True,Python 2.7.5
jbosseap04hom_NEW,False,False,n/a
jbossfarm-prd01,True,True,Python 2.7.5
jenkins01,True,True,Python 2.7.5
jenkins-devops01,True,True,Python 2.7.5
jenkinspx01,False,False,n/a
jpvrfpx01,True,True,Python 2.7.5
jtracivc_NEW,False,False,n/a
kafka-prd01,False,False,n/a
kafka-prd03,False,False,n/a
kafka-prd2,False,False,n/a
kapacitor-01-apm.prd.iot,False,False,n/a
kapacitor-02-apm.prd.iot,False,False,n/a
KBNPL01,False,True,Python 2.7.5
kenanfx-01,True,True,Python 2.7.5
ksql-moniot-hml01,False,False,n/a
ksql-moniot-hml02,False,False,n/a
LB01_prd,True,True,Python 2.7.5
LB02_prd,True,True,Python 2.7.5
lb-api-01.prd.iot,False,False,n/a
lb-api-hom-iot,False,True,Python 2.7.5
lblgw,True,True,Python 2.7.5
lb-portal-hml01,True,True,Python 2.7.5
lb-portal-prd01,True,True,Python 2.7.5
lb-portal-prd02,True,True,Python 2.7.5
ldapcorp01,True,True,Python 2.7.5
ldapcorp02,True,True,Python 2.7.5
LDAP-prd01,False,False,n/a
LDAP-prd02,False,False,n/a
LDAP-SDWAN-PRD02,False,False,n/a
LDAP-STG01,False,False,n/a
link-prd01,False,False,n/a
logging_host,False,False,n/a
logs-moniot-prd01,False,False,n/a
loja.cloudalgartelecom.com.br,True,True,Python 2.7.5
loja-prd01,False,False,n/a
lvr-digital-hml01,False,True,Python 2.7.5
lvr-digital-prd01,False,True,Python 2.7.5
lxintraweb01,True,True,Python 2.7.5
lxjboss01,False,False,n/a
lxjbossprd01,True,True,Python 2.7.5
lxmrtg,True,True,Python 2.7.5
lxprdgw,True,True,Python 2.7.5
lxvpn01,True,True,Python 2.7.5
maestro01,True,True,Python 2.7.5
maestro02,True,True,Python 2.7.5
maestro03,True,True,Python 2.7.5
maestrohmg,True,True,Python 2.7.5
mailing-hom-app01.tenant0008,False,False,n/a
mailing-prd-app01.tenant0008,False,False,n/a
masterhx01,False,False,n/a
master-lgpd-prd01,True,True,Python 2.7.5
masterpx01,True,True,Python 2.7.5
MCP-SERVER01,False,False,n/a
mediapx01,True,True,Python 2.7.5
med-ime-hml01,True,True,Python 2.7.5
med-ime-prd01,True,True,Python 2.7.5
memcached-hom01.tenant0008,False,False,n/a
memcached-prd01.tenant0008,False,False,n/a
messageria1.planeta.net,True,True,Python 2.7.5
messageria2.planeta.net,False,False,n/a
messageria3,False,False,n/a
messageria4,False,False,n/a
metrics-moniot-prd01,False,False,n/a
mgmt-moniot-hml01,False,False,n/a
mgmt-moniot-prd01,False,False,n/a
mib-tst-app01,True,True,Python 2.7.5
midprddav01,True,True,Python 2.7.5
midprddav02,True,True,Python 2.7.5
mmetlprd01,True,True,Python 2.7.5
mobile-data-hom2-1,False,False,n/a
mobile-data-hom2-2,False,False,n/a
mobile-data-p1,False,False,n/a
mobile-data-p10,False,False,n/a
mobile-data-p11,False,False,n/a
mobile-data-p12,False,False,n/a
mobile-data-p13,False,False,n/a
mobile-data-p14,False,False,n/a
mobile-data-p15,False,False,n/a
mobile-data-p16,False,False,n/a
mobile-data-p2,False,False,n/a
mobile-data-p3,False,False,n/a
mobile-data-p4,False,False,n/a
mobile-data-p5,False,False,n/a
mobile-data-p6,False,False,n/a
mobile-data-p7,False,False,n/a
mobile-data-p8,False,False,n/a
mobile-data-p9,False,False,n/a
mobile-data-prd-1,False,False,n/a
mobile-data-prd-10,False,False,n/a
mobile-data-prd-11,False,False,n/a
mobile-data-prd-12,False,False,n/a
mobile-data-prd-13,False,False,n/a
mobile-data-prd-14,False,False,n/a
mobile-data-prd-15,False,False,n/a
mobile-data-prd-16,False,False,n/a
mobile-data-prd-2,False,False,n/a
mobile-data-prd-3,False,False,n/a
mobile-data-prd-4,False,False,n/a
mobile-data-prd-5,False,False,n/a
mobile-data-prd-6,False,False,n/a
mobile-data-prd-7,False,False,n/a
mobile-data-prd-8,False,False,n/a
mobile-data-prd-9,False,False,n/a
Mobile-voice-hom2-1.scp,False,False,n/a
Mobile-voice-hom2-2.scp,False,False,n/a
mobile-voice-prd-1,True,True,Python 2.7.5
mobile-voice-prd-10,False,False,n/a
mobile-voice-prd-11,False,False,n/a
mobile-voice-prd-12,False,False,n/a
mobile-voice-prd-13,False,False,n/a
mobile-voice-prd-14,False,False,n/a
mobile-voice-prd-15,False,False,n/a
mobile-voice-prd-16,False,False,n/a
mobile-voice-prd-2,False,False,n/a
mobile-voice-prd-3,False,False,n/a
mobile-voice-prd-4,True,True,Python 2.7.5
mobile-voice-prd-5,False,False,n/a
mobile-voice-prd-6,False,False,n/a
mobile-voice-prd-7,False,False,n/a
mobile-voice-prd-8,False,False,n/a
mobile-voice-prd-9,False,False,n/a
mon_pain_ince_prd01,False,False,n/a
mon-estoque-eng,False,False,n/a
mongo-moniot-prd01,False,True,Python 2.7.5
mongo-moniot-prd02,False,True,Python 2.7.5
mongo-moniot-prd03,False,True,Python 2.7.5
mongo-moniot-prd04,False,True,Python 2.7.5
moni-odin-hml02,False,False,n/a
monitoramento-ura-online,True,True,Python 2.7.5
monitoramento-ura-online-hml02,True,True,Python 2.7.5
monitoramento-ura-online-prd02,True,True,Python 2.7.5
movel-radius-prd01.osc,False,False,n/a
ms-01-portal-hom-iot,False,True,Python 2.7.5
ms-02-portal-hom-iot,False,True,Python 2.7.5
msql01,False,False,n/a
msqlhx01,False,False,n/a
multi-cloud-prd02.tenant0029,False,False,n/a
mxtic-prd01,False,False,n/a
mysqla1-moniot-prd01,False,True,Python 2.7.5
mysqla2-moniot-prd02,False,True,Python 2.7.5
mysqla2-moniot-prd03,False,False,n/a
mysqldb,True,True,Python 2.7.5
mysqldbhom,True,True,Python 2.7.5
mysql-moniot-hml01,False,True,Python 2.7.5
mysql-moniot-prd01,False,False,n/a
mysql-moniot-prd02,False,False,n/a
mysql-moniot-prd03,False,False,n/a
mysql-moniot-prd04,False,False,n/a
nagiossd,True,True,Python 2.7.5
nbumedia03,False,False,n/a
nbumedia08,True,True,Python 2.7.5
nbumedia09,True,True,Python 2.7.5
nc-aggb1-hml01,True,True,Python 2.7.5
nc-aggb1-prd01,True,True,Python 2.7.5
nc-aggp1-hml01,True,True,Python 2.7.5
nc-aggp1-prd01,True,True,Python 2.7.5
nc-apm-hml02,False,False,n/a
nc-colb1-hml01,True,True,Python 2.7.5
nc-colb1-prd01,False,False,n/a
nc-colp1-hml02,False,False,n/a
nc-colp1-prd01,False,False,n/a
nc-dashboards-hml01,True,False,n/a
nc-dashboards-hml02,False,False,n/a
nc-db2-prd01,True,True,Python 2.7.5
nc-db2-prd02,True,True,Python 2.7.5
nc-dis-prd01,True,True,Python 2.7.5
nc-dis-prd02,True,True,Python 2.7.5
nc-eventanalitics-webgui-hml01,True,False,n/a
nc-impact-hml01,True,True,Python 2.7.5
nc-impact-hml02,True,True,Python 2.7.5
nc-impact-prd01,True,True,Python 2.7.5
nc-impact-prd02,True,True,Python 2.7.5
nc-itnm-hml01,True,True,Python 2.7.5
nc-itnm-hml02,True,True,Python 2.7.5
nc-itnm-prd01,True,True,Python 2.7.5
nc-itnm-prd02,True,True,Python 2.7.5
nc-itnm-prd03,True,True,Python 2.7.5
nc-itnm-prd04,True,True,Python 2.7.5
nc-itnm-prd05,True,True,Python 2.7.5
nc-itnm-prd06,True,True,Python 2.7.5
nc-itnm-prd07,True,True,Python 2.7.5
nc-itnm-prd08,True,True,Python 2.7.5
nc-itnm-prd09,True,True,Python 2.7.5
nc-itnm-prd10,True,True,Python 2.7.5
nc-itnm-prd11,True,True,Python 2.7.5
nc-itnm-prd12,True,True,Python 2.7.5
nc-itnm-prd13,True,True,Python 2.7.5
nc-noi-prd01,True,True,Python 2.7.5
nc-noi-prd02,True,True,Python 2.7.5
nc-probes-hml01,True,True,Python 2.7.5
nc-probes-hml02,False,False,n/a
nc-probes-prd01,True,True,Python 2.7.5
nc-probes-prd02,True,True,Python 2.7.5
nc-webgui-hml01,True,True,Python 2.7.5
nc-webgui-hml02,True,True,Python 2.7.5
nc-web-prd01,True,True,Python 2.7.5
netctpx01.network.ctbc,False,False,n/a
nodehx01,True,True,Python 2.7.5
nodehx02,False,False,n/a
nodepx01,True,True,Python 2.7.5
nodepx02,True,True,Python 2.7.5
node-red-hom01,False,False,n/a
node-red-prd01,False,False,n/a
npappdes01,True,True,Python 2.7.5
npapptit01,False,True,Python 2.7.5
npi-clients-prd01-,False,False,n/a
npp-cassandra-1,True,True,Python 2.7.5
npp-cassandra-2,True,True,Python 2.7.5
npp-cassandra-3,True,True,Python 2.7.5
npp-cassandra-4,True,True,Python 2.7.5
npp-cassandra-6,True,True,Python 2.7.5
npp-cassandra-7,True,True,Python 2.7.5
npp-cassandra-8,True,True,Python 2.7.5
npp-db-interface-prd01,True,True,Python 2.7.5
npp-db-interface-prd02,True,True,Python 2.7.5
npp-db-telecom-admin-prd01,True,True,Python 2.7.5
npp-db-telecom-spo-piaf-prd01,True,True,Python 2.7.5
npp-db-telecom-spo-piaf-prd02,True,True,Python 2.7.5
npp-db-telecom-spo-piaf-prd03,True,True,Python 2.7.5
npp-db-telecom-spo-piaf-prd04,True,True,Python 2.7.5
npp-db-telecom-spo-piaf-prd05,True,True,Python 2.7.5
npp-db-telecom-spo-piaf-prd06,True,True,Python 2.7.5
npp-db-telecom-spo-piaf-prd07,True,True,Python 2.7.5
npp-db-telecom-spo-piaf-prd08,True,True,Python 2.7.5
Npp-db-telecom-ula-10,True,True,Python 2.7.5
Npp-db-telecom-ula-14,True,True,Python 2.7.5
npp-db-telecom-ula-236-prd01,True,True,Python 2.7.5
npp-db-telecom-ula-236-prd02,True,True,Python 2.7.5
npp-db-telecom-ula-236-prd03,True,True,Python 2.7.5
npp-db-telecom-ula-236-prd04,True,True,Python 2.7.5
npp-db-telecom-ula-236-prd05,True,True,Python 2.7.5
npp-db-telecom-ula-236-prd06,True,True,Python 2.7.5
npp-db-telecom-ula-236-prd07,True,True,Python 2.7.5
npp-db-telecom-ula-236-prd08,True,True,Python 2.7.5
npp-db-telecom-ula-238-prd01,True,True,Python 2.7.5
npp-db-telecom-ula-238-prd02,True,True,Python 2.7.5
npp-db-telecom-ula-238-prd03,True,True,Python 2.7.5
npp-db-telecom-ula-238-prd04,True,True,Python 2.7.5
npp-db-telecom-ula-238-prd05,True,True,Python 2.7.5
npp-db-telecom-ula-238-prd06,True,True,Python 2.7.5
npp-db-telecom-ula-238-prd07,True,True,Python 2.7.5
npp-db-telecom-ula-238-prd08,True,True,Python 2.7.5
npp-identity-prd01,False,False,n/a
npp-identity-prd02,False,False,n/a
npp-inap-spo-piaf-prd01,True,True,Python 2.7.5
npp-inap-spo-piaf-prd02,True,True,Python 2.7.5
npp-inap-spo-piaf-prd03,True,True,Python 2.7.5
npp-inap-spo-piaf-prd04,True,True,Python 2.7.5
npp-inap-spo-piaf-prd05,False,False,n/a
npp-inap-spo-piaf-prd06,False,False,n/a
npp-inap-spo-piaf-prd07,False,False,n/a
npp-inap-spo-piaf-prd08,False,False,n/a
npp-inap-ula-236-prd01,False,False,n/a
npp-inap-ula-236-prd02,False,False,n/a
npp-inap-ula-236-prd03,False,False,n/a
npp-inap-ula-236-prd04,False,False,n/a
npp-inap-ula-236-prd05,False,False,n/a
npp-inap-ula-236-prd06,False,False,n/a
npp-inap-ula-236-prd07,False,False,n/a
npp-inap-ula-236-prd08,False,False,n/a
npp-inap-ula-238-prd01,False,False,n/a
npp-inap-ula-238-prd02,False,False,n/a
npp-inap-ula-238-prd03,False,False,n/a
npp-inap-ula-238-prd04,False,False,n/a
npp-inap-ula-238-prd05,False,False,n/a
npp-inap-ula-238-prd06,False,False,n/a
npp-inap-ula-238-prd07,False,False,n/a
npp-inap-ula-238-prd08,False,False,n/a
npp-log-agregator-prd01,False,False,n/a
npp-map-spo-piaf-prd01,True,True,Python 2.7.5
npp-map-spo-piaf-prd012,False,False,n/a
npp-map-spo-piaf-prd013,False,False,n/a
npp-map-spo-piaf-prd02,True,True,Python 2.7.5
npp-map-spo-piaf-prd03,True,True,Python 2.7.5
npp-map-spo-piaf-prd04,True,True,Python 2.7.5
npp-map-spo-piaf-prd05,True,True,Python 2.7.5
npp-map-spo-piaf-prd06,True,True,Python 2.7.5
npp-map-spo-piaf-prd07,False,False,n/a
npp-map-spo-piaf-prd08,True,True,Python 2.7.5
npp-map-spo-piaf-prd09,False,False,n/a
npp-map-spo-piaf-prd10,False,False,n/a
npp-map-spo-piaf-prd11,False,False,n/a
npp-map-spo-piaf-prd14,False,False,n/a
npp-map-spo-piaf-prd15,False,False,n/a
npp-map-spo-piaf-prd16,False,False,n/a
npp-map-ula-236-prd01,False,False,n/a
npp-map-ula-236-prd02,False,False,n/a
npp-map-ula-236-prd03,False,False,n/a
npp-map-ula-236-prd04,False,False,n/a
npp-map-ula-236-prd05,False,False,n/a
npp-map-ula-236-prd06,False,False,n/a
npp-map-ula-236-prd07,False,False,n/a
npp-map-ula-236-prd08,False,False,n/a
npp-map-ula-238-prd01,False,False,n/a
npp-map-ula-238-prd02,False,False,n/a
npp-map-ula-238-prd03,False,False,n/a
npp-map-ula-238-prd04,False,False,n/a
npp-map-ula-238-prd05,False,False,n/a
npp-map-ula-238-prd06,False,False,n/a
npp-map-ula-238-prd07,False,False,n/a
npp-map-ula-238-prd08,False,False,n/a
Npp-mobicents-map-ula-13,True,True,Python 2.7.5
Npp-mobicents-map-ula-14,True,True,Python 2.7.5
npp-postgresql-1,True,True,Python 2.7.5
npp-postgresql-2,True,True,Python 2.7.5
npp-proxy-prd01,False,False,n/a
npp-proxy-prd02,False,False,n/a
npp-replication-prd01,False,False,n/a
npp-service-prd01,True,True,Python 2.7.5
npp-service-prd02,True,True,Python 2.7.5
npp-tst-pedrom,False,False,n/a
npp-web-prd01,False,False,n/a
npp-web-prd02,False,False,n/a
ns1.cloudalgartelecom.com.br,False,False,n/a
ns1.staging,False,False,n/a
ns2,False,False,n/a
ns2.staging,False,False,n/a
nschdes,True,True,Python 2.7.5
nschprd,True,True,Python 2.7.5
nschprd02,True,True,Python 2.7.5
nschprd-bin01,True,True,Python 2.7.5
ntf-hom-sps01,True,True,Python 2.7.5
ntf-hom-sps02,True,True,Python 2.7.5
ntf-prd-sps01,True,True,Python 2.7.5
ntf-prd-sps02,True,True,Python 2.7.5
ntrp-soa-p01,False,False,n/a
ntr-soa-p02,False,False,n/a
oasrpx01,True,True,Python 2.7.5
obadb.staging,False,False,n/a
obadb.staging.cloudalgartelecom.com.br,True,True,Python 2.7.5
observion-sec_v267,False,False,n/a
ocs-db-des02,True,True,Python 2.7.5
ocs-dbrac-236-prd01,True,True,Python 2.7.5
ocs-dbrac-236-prd02,True,True,Python 2.7.5
ocs-dbrac-236-prd03.ocs.algartelecom.com.br,False,False,n/a
ocs-dbrac-236-prd04,True,True,Python 2.7.5
ocs-dbrac-236-prd05,True,True,Python 2.7.5
ocs-dbrac-238-dg01.ocs.algartelecom.com.br,False,False,n/a
ocs-dbrac-238-dg03.ocs.algartelecom.com.br,False,False,n/a
ocs-dbrac-238-dg04.ocs.algartelecom.com.br,False,False,n/a
ocsinventory-hom,True,True,Python 2.7.5
ocsinventory-prd-292,True,True,Python 2.7.5
ocs-telefoniaprd01,True,True,Python 2.7.5
ocs-telefoniaprd02,True,True,Python 2.7.5
ocs-telefoniaprd03,True,True,Python 2.7.5
ocs-telefoniaprd04,True,True,Python 2.7.5
ocs-telefoniaprd05,True,True,Python 2.7.5
ocs-telefoniaprd06,True,True,Python 2.7.5
ocs-telefoniaprd07,True,True,Python 2.7.5
ocs-telefoniaprd08,True,True,Python 2.7.5
ocvsmedcorppx01,True,True,Python 2.7.5
ocvsmedtelpx01,True,True,Python 2.7.5
offline-prd-1,False,False,n/a
oid-des-app01,True,True,Python 2.7.5
oid-hom-app01,True,True,Python 2.7.5
oid-hom-app02,True,True,Python 2.7.5
oid-prd-app01,True,True,Python 2.7.5
oid-prd-app02,True,True,Python 2.7.5
oid-prd-app03,True,True,Python 2.7.5
oid-prd-app04,True,True,Python 2.7.5
oid-prd-app05,True,True,Python 2.7.5
oid-prd-app06,True,True,Python 2.7.5
oim-hom-app01,True,True,Python 2.7.5
oim-hom-app02,True,True,Python 2.7.5
onmsi-server-prd01,False,False,n/a
ooam.cloudalgartelecom.com.br,False,False,n/a
OSMPRD,True,True,Python 2.7.5
ossbuilder,True,True,Python 2.7.5
oss-opennms-01,True,True,Python 2.7.5
out-proxy-connect-hml01,False,False,n/a
out-proxy-connect-prd01,False,False,n/a
padtec-nms-prd01,False,False,n/a
pagboletohom,True,True,Python 2.7.5
painelbss,False,False,n/a
PaloAlto_api-prd01,False,False,n/a
parametrizacoes,True,True,Python 2.7.5
pcs44.staging,False,False,n/a
phone2bapp01.intranet,False,False,n/a
phone2b-db01.intranet,False,False,n/a
pix-app-prd01,False,False,n/a
pix-app-prd02,True,True,Python 2.7.5
pix-app-prd03,True,True,Python 2.7.5
pl_apl_01.ctbc.com.br,False,False,n/a
PL_MRS-2_v203,False,False,n/a
PL_MRS-3_v203,False,False,n/a
PL_MRS-4_v203,False,False,n/a
pl_sig_02,True,True,Python 2.7.5
pl_sig_03,True,True,Python 2.7.5
pl_sig_05,True,True,Python 2.7.5
pl_sig_06,True,True,Python 2.7.5
pl_sig_07,True,True,Python 2.7.5
pl_sig_09,True,True,Python 2.7.5
pl_sig_10,True,True,Python 2.7.5
pl_sig_21,True,True,Python 2.7.5
pl_sig_22,True,True,Python 2.7.5
pl_sig_23,True,True,Python 2.7.5
pl_sig_24_v203,False,False,n/a
pl_sig_28,True,True,Python 2.7.5
pl_sig_29_v203_,False,False,n/a
PL_SIG_34,True,True,Python 2.7.5
PL_SIG_35,True,True,Python 2.7.5
PL_SIG_36,True,True,Python 2.7.5
PL_SIG_37,True,True,Python 2.7.5
PL_SIG_38,True,True,Python 2.7.5
PL_SIG_39,True,True,Python 2.7.5
PL_SIG_40,True,True,Python 2.7.5
pl_sig_41_v203,False,False,n/a
pl4-back-grav-03,False,False,n/a
PL4-BALANCER-1.planeta.net,True,True,Python 2.7.5
pl4-balancer-2,False,False,n/a
PL4-BALANCER-GRAV-1,False,False,n/a
PL4-BALANCER-GRAV-2,False,False,n/a
pl4-db-01.planeta.net,True,True,Python 2.7.5
pl4-db-02.planeta.net,True,True,Python 2.7.5
pl4-db-adm1.planeta.net,False,False,n/a
pl4-gmlc-mob-1.planeta.net,False,False,n/a
pl4-gmlc-mob-2.planeta.net,False,False,n/a
pl4-hom1,True,True,Python 2.7.5
PL4-HOM-NV-APP-2,False,False,n/a
PL4-HOM-NV-MOB-2,False,False,n/a
pl4-hos-10,True,True,Python 2.7.5
pl4-hos-11,True,True,Python 2.7.5
pl4-hos-9,True,True,Python 2.7.5
pl4-iotapi-app-prd04,False,False,n/a
pl4-iotbr-app-prd01,False,False,n/a
pl4-iotbr-app-prd02,False,False,n/a
pl4-iotbr-app-prd03,False,False,n/a
pl4-iotbr-ms-prd01,False,False,n/a
pl4-iotbr-ms-prd02,True,True,Python 2.7.5
pl4-iotbr-ms-prd03,True,True,Python 2.7.5
pl4-iotbr-ms-prd04,True,True,Python 2.7.5
pl4-iotbr-prd01,False,False,n/a
pl4-ivr-mob-1,True,True,Python 2.7.5
pl4-ivr-mob-2,True,True,Python 2.7.5
pl4-ivr-mob-3,True,True,Python 2.7.5
pl4-ivr-mob-4,True,True,Python 2.7.5
PL4-IVR-MOB-5,True,True,Python 2.7.5
PL4-IVR-MOB-6,True,True,Python 2.7.5
PL4-IVR-MOB-7,True,True,Python 2.7.5
PL4-IVR-MOB-8,True,True,Python 2.7.5
pl4-ivr-sdp-mob-1.planeta.net,False,False,n/a
pl4-ivr-sdp-mob-2.planeta.net,False,False,n/a
pl4-ivr-sdp-mob-3.planeta.net,False,False,n/a
pl4-ivr-sdp-mob-4.planeta.net,False,False,n/a
PL4-IVR-SDP-MOB-5,True,True,Python 2.7.5
PL4-IVR-SDP-MOB-7,True,True,Python 2.7.5
pl4-lce-app-1,False,False,n/a
pl4-lce-app-2,False,False,n/a
pl4-lce-app-3,False,False,n/a
pl4-lce-app-4,False,False,n/a
pl4-lce-broker-1,True,True,Python 2.7.5
pl4-lce-broker-3,True,True,Python 2.7.5
pl4-log-indexer-1,True,True,Python 2.7.5
pl4-log-indexer-2,False,False,n/a
pl4-log-kibana-1,False,False,n/a
pl4-mediaserver-2,True,True,Python 2.7.5
pl4-mediaserver-5,True,True,Python 2.7.5
pl4-mediaserver-8,True,True,Python 2.7.5
pl4-mob-2.planeta.net,True,True,Python 2.7.5
pl4-mob-3.planeta.net,True,True,Python 2.7.5
PL4-NV-APP-1,True,True,Python 2.7.5
PL4-NV-APP-2,False,False,n/a
PL4-NV-APP-3,True,True,Python 2.7.5
PL4-NV-APP-4,False,False,n/a
PL4-NV-APP-5,False,False,n/a
PL4-NV-APP-6,False,False,n/a
pl4-nv-esb-1.planeta.net,True,True,Python 2.7.5
pl4-nv-esb-2.planeta.net,True,True,Python 2.7.5
pl4-nv-mob-1.planeta.net,False,False,n/a
PL4-NV-MOB-10,False,False,n/a
PL4-NV-MOB-11,False,False,n/a
PL4-NV-MOB-12,False,False,n/a
PL4-NV-MOB-13,False,False,n/a
PL4-NV-MOB-2_,False,False,n/a
pl4-nv-mob-3.planeta.net,False,False,n/a
PL4-NV-MOB-4,True,True,Python 2.7.5
pl4-nv-mob-5.planeta.net,False,False,n/a
pl4-nv-mob-6.planeta.net,False,False,n/a
pl4-nv-mob-7.planeta.net,False,False,n/a
pl4-nv-mob-8.planeta.net,True,True,Python 2.7.5
PL4-NV-MOB-9,False,False,n/a
pl4-oferta-rel-prd01,False,False,n/a
PL4-PRD-USSD-1,False,False,n/a
pl4-tts1.planeta.net,True,True,Python 2.7.5
pl4-tts1-new,True,True,Python 2.7.5
pl5-eventos-prd01,True,True,Python 2.7.5
pl5-eventos-prd02,True,True,Python 2.7.5
pl5-eventos-prd03,True,True,Python 2.7.5
pl5-eventos-prd04,True,True,Python 2.7.5
pl5-eventos-prd05,True,True,Python 2.7.5
pl5-eventos-prd06,True,True,Python 2.7.5
pl5-eventos-prd07,True,True,Python 2.7.5
pl5-eventos-prd08,True,True,Python 2.7.5
pl5-eventos-prd10,True,True,Python 2.7.5
pl5-eventos-prd11,True,True,Python 2.7.5
pl5-eventos-prd13,False,False,n/a
pl5-eventos-prd14,True,True,Python 2.7.5
pl5-eventos-prd15,True,True,Python 2.7.5
pl5-eventos-prd16,True,True,Python 2.7.5
pl5-kannel-1.planeta.net,False,False,n/a
pl5-psql-1.planeta.net,False,False,n/a
pl5-psql-2.planeta.net,False,False,n/a
planeta-idp-hom-1,False,False,n/a
planeta-idp-hom-2,False,False,n/a
planeta-idp-prd01,True,True,Python 2.7.5
planeta-idp-prd02,False,False,n/a
pl-camp-hom-mob-1,False,False,n/a
pl-camp-hom-mob-2,False,False,n/a
pl-central-hom-1,False,False,n/a
pl-central-prd-1,False,False,n/a
pl-central-prd-2,False,False,n/a
Pl-enabler-postvendas,True,True,Python 2.7.5
Pl-grav-adm-1,False,False,n/a
Pl-grav-adm-2,True,True,Python 2.7.5
pl-grav-monitor-avaya-1,True,True,Python 2.7.5
Pl-grav-monitor-avaya-2,True,True,Python 2.7.5
pl-GRAV-SERV-1,False,False,n/a
pl-GRAV-SERV-2,False,False,n/a
pl-GRAV-SERV-3,False,False,n/a
pl-GRAV-SERV-4,False,False,n/a
pl-GRAV-SERV-5,False,False,n/a
pl-GRAV-SERV-6,False,False,n/a
Pl-ivr-adm-1,True,True,Python 2.7.5
Pl-ivr-app-1,True,True,Python 2.7.5
Pl-ivr-app12,False,False,n/a
Pl-ivr-app13,False,False,n/a
Pl-ivr-app-2,True,True,Python 2.7.5
Pl-ivr-app-3,True,True,Python 2.7.5
Pl-ivr-app-4,True,True,Python 2.7.5
Pl-ivr-app7,False,False,n/a
Pl-ivr-app8,False,False,n/a
Pl-ivr-broker-1,True,True,Python 2.7.5
Pl-ivr-broker-2,True,True,Python 2.7.5
pl-management,True,True,Python 2.7.5
pl-message-prd-4,False,False,n/a
pl-messag-prd-3,True,True,Python 2.7.5
pl-prd-event-processing-1,True,True,Python 2.7.5
pl-prd-event-processing-2,True,True,Python 2.7.5
pl-prd-event-processing-3,True,True,Python 2.7.5
pl-prd-event-processing-4,True,True,Python 2.7.5
pl-prd-logging-interface-1,True,True,Python 2.7.5
pl-prd-logging-interface-2,False,False,n/a
pl-prd-search-engine-1,False,False,n/a
pl-prd-search-engine-2,False,False,n/a
pl-prd-search-engine-3,False,False,n/a
pl-prd-search-engine-4,True,True,Python 2.7.5
pl-prd-search-engine-5,True,True,Python 2.7.5
pl-prd-search-engine-6,True,True,Python 2.7.5
pl-prd-search-engine-7,True,True,Python 2.7.5
pl-prd-search-engine-8,True,True,Python 2.7.5
pl-sdp-v4-adm-1,False,False,n/a
pl-sdp-v4-adm-2,False,False,n/a
pl-sdp-v4-app-1,True,True,Python 2.7.5
pl-sdp-v4-app-10,False,False,n/a
pl-sdp-v4-app-2,True,True,Python 2.7.5
pl-sdp-v4-app-3,True,True,Python 2.7.5
pl-sdp-v4-app-4,True,True,Python 2.7.5
pl-sdp-v4-app-5,True,True,Python 2.7.5
pl-sdp-v4-app-6,True,True,Python 2.7.5
pl-sdp-v4-app-7,False,False,n/a
pl-sdp-v4-app-8,False,False,n/a
pl-sdp-v4-ivr-app-1,False,False,n/a
pl-sdp-v4-ivr-app-2,False,False,n/a
pl-sdp-v4-ivr-app-3,False,False,n/a
pl-sdp-v4-ivr-app-4,False,False,n/a
pl-sdp-v4-ivr-broker-1,True,True,Python 2.7.5
pl-sdp-v4-ivr-broker-2,True,True,Python 2.7.5
pl-sdp-v4-soa-1,True,True,Python 2.7.5
pl-sdp-v4-soa-2,True,True,Python 2.7.5
pl-sdp-v4-soa-3,False,False,n/a
pl-sdp-v4-soa-ati-1,False,False,n/a
PL-SIG_16,False,False,n/a
pl-sig-13,False,False,n/a
pl-sig-14,False,False,n/a
pl-sig-15,False,False,n/a
pl-sig-26,False,False,n/a
policy-manager-prd01_v76,False,False,n/a
porgwpx01,True,True,Python 2.7.5
porgwpx02,True,True,Python 2.7.5
portabgw01,False,False,n/a
portabgw02,False,False,n/a
portalcdoprd,True,True,Python 2.7.5
portal-clientesb2b-frontend-prd01,False,False,n/a
portal-clientesb2b-frontend-prd02,False,False,n/a
portal-correios-prd01,False,False,n/a
portalcorrelacoes,True,True,Python 2.7.5
portal-cre-prd03,True,True,Python 2.7.5
portalctbc04hmg_NEW,False,False,n/a
portalctbc05,True,True,Python 2.7.5
portalctbc05hmg,True,True,Python 2.7.5
portalctbc06,True,True,Python 2.7.5
