hostname,ip_address,status,response_time,last_tested_at,description,pendencies,failure_reason
ocs-telefoniaprd05,172.31.238.125,connected,393,2025-09-10 17:38:57,Conectividade OK via bastion,,
ocs-dbrac-238-dg04.ocs.algartelecom.com.br,172.31.238.21,connected,196,2025-09-10 17:38:57,Conectividade OK via bastion,,
radius-iot-acc-prd01,172.31.238.31,connected,213,2025-09-10 17:38:57,Conectividade OK via bastion,,
ocs-dbrac-236-prd02,172.31.238.6,connected,109,2025-09-10 17:38:57,Conectividade OK via bastion,,
ocs-dbrac-236-prd01,172.31.238.5,connected,123,2025-09-10 17:38:57,Conectividade OK via bastion,,
fix-ocs-p01,172.31.238.63,connected,189,2025-09-10 17:38:57,Conectividade OK via bastion,,
radius-iot-acc-hml01,172.31.238.41,connected,219,2025-09-10 17:38:57,Conectividade OK via bastion,,
fix-ocs-p03,172.31.238.65,connected,184,2025-09-10 17:38:57,Conectividade OK via bastion,,
fix-ocs-p02,172.31.238.64,connected,198,2025-09-10 17:38:57,Conectividade OK via bastion,,
fix-ocs-p04,172.31.238.66,connected,191,2025-09-10 17:38:57,Conectividade OK via bastion,,
radius-iot-acc-prd02,172.31.238.32,connected,328,2025-09-10 17:38:57,Conectividade OK via bastion,,
radius-iot-acc-prd03,172.31.238.33,connected,328,2025-09-10 17:38:57,Conectividade OK via bastion,,
broker-ocs-p01,172.31.238.67,connected,191,2025-09-10 17:38:57,Conectividade OK via bastion,,
ocs-dbrac-236-prd03.ocs.algartelecom.com.br,172.31.238.7,connected,126,2025-09-10 17:38:57,Conectividade OK via bastion,,
broker-ocs-p03,172.31.238.69,connected,181,2025-09-10 17:38:57,Conectividade OK via bastion,,
broker-ocs-p04,172.31.238.70,connected,182,2025-09-10 17:38:57,Conectividade OK via bastion,,
broker-ocs-p05,172.31.238.71,connected,184,2025-09-10 17:38:57,Conectividade OK via bastion,,
ocs-dbrac-236-prd04,172.31.238.8,connected,119,2025-09-10 17:38:57,Conectividade OK via bastion,,
broker-ocs-p02,172.31.238.68,connected,314,2025-09-10 17:38:57,Conectividade OK via bastion,,
smtp01,10.0.10.50,connected,153,2025-09-10 17:38:57,Conectividade OK via bastion,,
cbp-ocs-p01,172.31.238.72,connected,194,2025-09-10 17:38:57,Conectividade OK via bastion,,
cbp-ocs-p02,172.31.238.73,connected,193,2025-09-10 17:38:57,Conectividade OK via bastion,,
msqlhx01,10.0.40.16,connected,175,2025-09-10 17:38:57,Conectividade OK via bastion,,
ldapcorp02,10.11.148.52,connected,122,2025-09-10 17:38:57,Conectividade OK via bastion,,
tts.staging,10.0.40.23,connected,200,2025-09-10 17:38:57,Conectividade OK via bastion,,
hewsl01.cloudalgartelecom.com.br,10.0.40.6,connected,198,2025-09-10 17:38:57,Conectividade OK via bastion,,
automacao-prd03,10.11.148.179,connected,191,2025-09-10 17:38:57,Conectividade OK via bastion,,
pubprdapp2,10.123.4.110,connected,152,2025-09-10 17:38:57,Conectividade OK via bastion,,
maestrohmg,10.11.133.70,connected,238,2025-09-10 17:38:57,Conectividade OK via bastion,,
jbossas02hom,10.11.151.6,connected,211,2025-09-10 17:38:57,Conectividade OK via bastion,,
usrv82prd,10.32.10.177,connected,194,2025-09-10 17:38:57,Conectividade OK via bastion,,
gedwebdavprd01,10.51.10.171,connected,173,2025-09-10 17:38:57,Conectividade OK via bastion,,
algargedhmg-service02,10.51.10.149,connected,182,2025-09-10 17:38:57,Conectividade OK via bastion,,
usrv80,10.32.10.231,connected,214,2025-09-10 17:38:57,Conectividade OK via bastion,,
settler01,10.123.4.102,connected,327,2025-09-10 17:38:57,Conectividade OK via bastion,,
algargedhmg-service01,10.51.10.148,connected,212,2025-09-10 17:38:57,Conectividade OK via bastion,,
algargedprd01,10.51.10.175,connected,188,2025-09-10 17:38:57,Conectividade OK via bastion,,
algargedprd02,10.51.10.176,connected,186,2025-09-10 17:38:57,Conectividade OK via bastion,,
algargedprd-service02,10.51.10.178,connected,182,2025-09-10 17:38:57,Conectividade OK via bastion,,
sps3-app-dev01-iot,10.51.130.162,connected,179,2025-09-10 17:38:58,Conectividade OK via bastion,,
wlsim01,10.51.10.58,connected,240,2025-09-10 17:38:58,Conectividade OK via bastion,,
wlhom01,10.51.10.38,connected,316,2025-09-10 17:38:58,Conectividade OK via bastion,,
maestro03,10.51.10.60,connected,322,2025-09-10 17:38:58,Conectividade OK via bastion,,
crm-prd-solar01,10.51.23.145,connected,172,2025-09-10 17:38:58,Conectividade OK via bastion,,
spsdx01,10.51.15.130,connected,361,2025-09-10 17:38:58,Conectividade OK via bastion,,
spshx02,10.51.15.132,connected,350,2025-09-10 17:38:58,Conectividade OK via bastion,,
crm-prd-solar03,10.51.23.157,connected,186,2025-09-10 17:38:58,Conectividade OK via bastion,,
crm-prd-ws01,10.51.23.183,connected,156,2025-09-10 17:38:58,Conectividade OK via bastion,,
crm-prd-rules01,10.51.23.160,connected,204,2025-09-10 17:38:58,Conectividade OK via bastion,,
crm-prd-ws03,10.51.23.185,connected,167,2025-09-10 17:38:58,Conectividade OK via bastion,,
spshx01,10.51.15.131,connected,500,2025-09-10 17:38:58,Conectividade OK via bastion,,
crm-prd-job01,10.51.23.188,connected,163,2025-09-10 17:38:58,Conectividade OK via bastion,,
crm-prd-job02,10.51.23.189,connected,164,2025-09-10 17:38:58,Conectividade OK via bastion,,
crm-prd-app05,10.51.23.197,connected,201,2025-09-10 17:38:58,Conectividade OK via bastion,,
maestro02,10.51.10.37,connected,794,2025-09-10 17:38:58,Conectividade OK via bastion,,
algarcsmprd-parc01,10.51.31.236,connected,220,2025-09-10 17:38:58,Conectividade OK via bastion,,
ebinvoiceprdapp01,10.51.42.107,connected,190,2025-09-10 17:38:58,Conectividade OK via bastion,,
algarcsmprd-batch01,10.51.31.239,connected,252,2025-09-10 17:38:58,Conectividade OK via bastion,,
algarcsmhmg-parc01,10.51.31.205,connected,283,2025-09-10 17:38:58,Conectividade OK via bastion,,
algarcsmprd-batch02,10.51.31.240,connected,251,2025-09-10 17:38:58,Conectividade OK via bastion,,
oid-prd-app01,10.51.47.76,connected,156,2025-09-10 17:38:58,Conectividade OK via bastion,,
iac-prd-jen01,10.51.54.52,connected,168,2025-09-10 17:38:58,Conectividade OK via bastion,,
ebinvoiceprdapp02,10.51.42.108,connected,364,2025-09-10 17:38:58,Conectividade OK via bastion,,
ebinvoiceprddav02,10.51.42.110,connected,387,2025-09-10 17:38:59,Conectividade OK via bastion,,
padtec-nms-prd01,10.99.4.4,connected,216,2025-09-10 17:38:59,Conectividade OK via bastion,,
vertis-app-prd01,172.20.4.134,connected,199,2025-09-10 17:38:59,Conectividade OK via bastion,,
pv4-camp-wso2-2,172.25.179.135,connected,185,2025-09-10 17:38:59,Conectividade OK via bastion,,
ns2,10.0.10.103,connected,163,2025-09-10 17:38:59,Conectividade OK via bastion,,
msql01,10.0.10.117,connected,166,2025-09-10 17:38:59,Conectividade OK via bastion,,
apsmaxmonitor,10.0.10.110,connected,281,2025-09-10 17:38:59,Conectividade OK via bastion,,
wsomsghom02,10.51.26.18,connected,1115,2025-09-10 17:38:59,Conectividade OK via bastion,,
henas,10.0.10.12,connected,272,2025-09-10 17:38:59,Conectividade OK via bastion,,
obadb.staging.cloudalgartelecom.com.br,10.0.10.21,connected,151,2025-09-10 17:38:59,Conectividade OK via bastion,,
aps-multicloud-prd01,10.0.10.123,connected,281,2025-09-10 17:38:59,Conectividade OK via bastion,,
painelbss,10.0.10.22,connected,157,2025-09-10 17:38:59,Conectividade OK via bastion,,
gsuite,10.0.10.15,connected,287,2025-09-10 17:38:59,Conectividade OK via bastion,,
midprddav02,10.51.51.110,failed,0,2025-09-10 17:38:59,Timeout na conexão,Verificar latência/ACL/VPN,timeout
tts,10.0.10.32,connected,213,2025-09-10 17:38:59,Conectividade OK via bastion,,
ooam.cloudalgartelecom.com.br,10.0.10.3,connected,356,2025-09-10 17:39:00,Conectividade OK via bastion,,
aps-ico-prd01,10.0.10.33,connected,278,2025-09-10 17:39:00,Conectividade OK via bastion,,
aps.cloudalgartelecom.com.br,10.0.10.6,connected,161,2025-09-10 17:39:00,Conectividade OK via bastion,,
replicadb.cloudalgartelecom,10.0.10.59,connected,277,2025-09-10 17:39:00,Conectividade OK via bastion,,
acronisaeh.staging,10.0.10.8,connected,284,2025-09-10 17:39:00,Conectividade OK via bastion,,
ns1.staging,10.0.40.100,connected,183,2025-09-10 17:39:00,Conectividade OK via bastion,,
cm.staging,10.0.40.101,connected,204,2025-09-10 17:39:00,Conectividade OK via bastion,,
replicadb.staging,10.0.40.108,connected,188,2025-09-10 17:39:00,Conectividade OK via bastion,,
vm1.staging,10.0.40.109,connected,188,2025-09-10 17:39:00,Conectividade OK via bastion,,
obadb.staging,10.0.40.11,connected,181,2025-09-10 17:39:00,Conectividade OK via bastion,,
apsmaxmonitor.staging,10.0.40.110,connected,202,2025-09-10 17:39:00,Conectividade OK via bastion,,
pcs44.staging,10.0.40.111,connected,205,2025-09-10 17:39:00,Conectividade OK via bastion,,
ns2.staging,10.0.40.117,connected,202,2025-09-10 17:39:00,Conectividade OK via bastion,,
pprox.staging,10.0.40.118,connected,177,2025-09-10 17:39:00,Conectividade OK via bastion,,
loja.cloudalgartelecom.com.br,10.0.40.13,connected,181,2025-09-10 17:39:00,Conectividade OK via bastion,,
aps.staging,10.0.40.5,connected,203,2025-09-10 17:39:00,Conectividade OK via bastion,,
movel-radius-prd01.osc,172.31.235.3,connected,5222,2025-09-10 17:39:00,Conectividade OK via bastion,,
vm1px01,10.0.10.29,connected,1312,2025-09-10 17:39:01,Conectividade OK via bastion,,
apscloudplus.staging,10.0.40.56,connected,159,2025-09-10 17:39:01,Conectividade OK via bastion,,
vm1hx01,10.0.40.52,connected,253,2025-09-10 17:39:01,Conectividade OK via bastion,,
gsuite.staging,10.0.40.7,connected,209,2025-09-10 17:39:01,Conectividade OK via bastion,,
aps-ico.staging,10.0.40.9,connected,191,2025-09-10 17:39:01,Conectividade OK via bastion,,
portabgw01,10.11.120.230,connected,196,2025-09-10 17:39:01,Conectividade OK via bastion,,
comissaodes.network,10.11.130.153,connected,95,2025-09-10 17:39:01,Conectividade OK via bastion,,
dashhx01,10.0.40.50,connected,485,2025-09-10 17:39:01,Conectividade OK via bastion,,
portabgw02,10.11.120.231,connected,216,2025-09-10 17:39:01,Conectividade OK via bastion,,
pvweblogictst,10.11.132.127,connected,80,2025-09-10 17:39:01,Conectividade OK via bastion,,
lxprdgw,10.11.131.9,connected,123,2025-09-10 17:39:01,Conectividade OK via bastion,,
mobile-data-p3,172.31.238.102,connected,5212,2025-09-10 17:39:01,Conectividade OK via bastion,,
lblgw,10.11.132.185,connected,115,2025-09-10 17:39:01,Conectividade OK via bastion,,
basedeconhecimento.network.ctbc,10.11.132.158,connected,173,2025-09-10 17:39:01,Conectividade OK via bastion,,
spacecor,10.11.132.150,connected,208,2025-09-10 17:39:01,Conectividade OK via bastion,,
repol01,10.11.132.151,connected,221,2025-09-10 17:39:01,Conectividade OK via bastion,,
rqual-ula-centro-prd01,10.11.120.250,connected,440,2025-09-10 17:39:01,Conectividade OK via bastion,,
icpproxy-prd01,10.51.75.11,failed,0,2025-09-10 17:39:01,Rede inacessível,Corrigir rota/DNS/VPN/firewall,network_unreachable
icpmaster-prd03,10.51.75.10,failed,0,2025-09-10 17:39:01,Rede inacessível,Corrigir rota/DNS/VPN/firewall,network_unreachable
icpworkerpl-prd02,10.51.75.21,failed,0,2025-09-10 17:39:01,Rede inacessível,Corrigir rota/DNS/VPN/firewall,network_unreachable
jtracivc_NEW,10.11.132.92,connected,135,2025-09-10 17:39:01,Conectividade OK via bastion,,
smtpapp,10.11.133.229,connected,109,2025-09-10 17:39:01,Conectividade OK via bastion,,
smtpapp2,10.11.133.228,connected,111,2025-09-10 17:39:01,Conectividade OK via bastion,,
portalctbc05hmg,10.11.133.230,connected,100,2025-09-10 17:39:01,Conectividade OK via bastion,,
jbossfarm-prd01,10.11.132.57,connected,198,2025-09-10 17:39:01,Conectividade OK via bastion,,
lxmrtg,10.11.135.47,connected,88,2025-09-10 17:39:01,Conectividade OK via bastion,,
icpmaster-prd02,10.51.75.9,failed,0,2025-09-10 17:39:01,Rede inacessível,Corrigir rota/DNS/VPN/firewall,network_unreachable
lxintraweb01,10.11.133.33,connected,123,2025-09-10 17:39:01,Conectividade OK via bastion,,
portalctbc06hmg_NEW,10.11.133.231,connected,194,2025-09-10 17:39:01,Conectividade OK via bastion,,
usrv80prd,10.11.135.164,connected,197,2025-09-10 17:39:01,Conectividade OK via bastion,,
rubiprd01,10.11.136.142,connected,96,2025-09-10 17:39:01,Conectividade OK via bastion,,
rubidbdes01,10.11.136.143,connected,99,2025-09-10 17:39:01,Conectividade OK via bastion,,
cac-hml02,10.11.136.13,connected,179,2025-09-10 17:39:01,Conectividade OK via bastion,,
portal-cre-prd03,10.11.136.108,connected,195,2025-09-10 17:39:01,Conectividade OK via bastion,,
wlszprod01,10.11.136.146,connected,119,2025-09-10 17:39:01,Conectividade OK via bastion,,
sgdleanprd01,10.11.136.105,connected,224,2025-09-10 17:39:01,Conectividade OK via bastion,,
npappdes01,10.11.136.18,connected,89,2025-09-10 17:39:01,Conectividade OK via bastion,,
guardians-app-prd01,10.11.136.183,connected,89,2025-09-10 17:39:02,Conectividade OK via bastion,,
spsprd03,10.11.136.197,connected,102,2025-09-10 17:39:02,Conectividade OK via bastion,,
spsprd04,10.11.136.198,connected,104,2025-09-10 17:39:02,Conectividade OK via bastion,,
portalcdoprd,10.11.136.119,connected,185,2025-09-10 17:39:02,Conectividade OK via bastion,,
guardians-adm-prd01,10.11.136.185,connected,139,2025-09-10 17:39:02,Conectividade OK via bastion,,
trsapp-des,10.11.136.245,connected,91,2025-09-10 17:39:02,Conectividade OK via bastion,,
wlszhmg01,10.11.136.32,connected,118,2025-09-10 17:39:02,Conectividade OK via bastion,,
spshom02,10.11.136.199,connected,213,2025-09-10 17:39:02,Conectividade OK via bastion,,
puppet,10.11.136.220,connected,211,2025-09-10 17:39:02,Conectividade OK via bastion,,
preproddes,10.11.137.11,connected,121,2025-09-10 17:39:02,Conectividade OK via bastion,,
gifehmg01,10.11.136.17,connected,348,2025-09-10 17:39:02,Conectividade OK via bastion,,
datastageprd01,10.11.136.50,connected,151,2025-09-10 17:39:02,Conectividade OK via bastion,,
zabbix-prd-corp01,10.11.136.41,connected,182,2025-09-10 17:39:02,Conectividade OK via bastion,,
ftp-operacao-prd01,10.11.137.222,connected,124,2025-09-10 17:39:02,Conectividade OK via bastion,,
toolstelecom-cel-prd06_v203,10.11.137.206,connected,255,2025-09-10 17:39:02,Conectividade OK via bastion,,
toolstelecom-cel-prd07_v203,10.11.137.207,connected,236,2025-09-10 17:39:02,Conectividade OK via bastion,,
toolstelecom2_NEW,10.11.148.200,connected,183,2025-09-10 17:39:02,Conectividade OK via bastion,,
toolstelecom1_NEW,10.11.148.199,connected,216,2025-09-10 17:39:02,Conectividade OK via bastion,,
VM_misp-algar,10.11.137.120,connected,345,2025-09-10 17:39:02,Conectividade OK via bastion,,
sendsms-hom2-2,172.31.235.246,connected,6787,2025-09-10 17:39:02,Conectividade OK via bastion,,
ptdashpx01,10.11.148.206,connected,167,2025-09-10 17:39:02,Conectividade OK via bastion,,
ldapcorp01,10.11.148.51,connected,81,2025-09-10 17:39:02,Conectividade OK via bastion,,
spsprd01,10.11.148.248,connected,100,2025-09-10 17:39:02,Conectividade OK via bastion,,
spsprd02,10.11.148.249,connected,100,2025-09-10 17:39:02,Conectividade OK via bastion,,
pagboletohom,10.11.136.10,connected,785,2025-09-10 17:39:02,Conectividade OK via bastion,,
srvphpdes01,10.11.148.191,connected,325,2025-09-10 17:39:02,Conectividade OK via bastion,,
cloudcontrolapp,10.11.70.24,connected,118,2025-09-10 17:39:02,Conectividade OK via bastion,,
ftpserver01,10.11.137.249,connected,379,2025-09-10 17:39:02,Conectividade OK via bastion,,
som-prd-elk02,10.11.148.217,connected,196,2025-09-10 17:39:02,Conectividade OK via bastion,,
prdgridctl,10.123.4.104,connected,87,2025-09-10 17:39:02,Conectividade OK via bastion,,
VM_voipview_web,10.32.10.40,connected,72,2025-09-10 17:39:02,Conectividade OK via bastion,,
pubprdapp1,10.123.4.109,connected,122,2025-09-10 17:39:02,Conectividade OK via bastion,,
comissaohmg01,10.123.4.67,connected,159,2025-09-10 17:39:02,Conectividade OK via bastion,,
publab,10.123.4.106,connected,187,2025-09-10 17:39:02,Conectividade OK via bastion,,
getraf-tst01,10.123.4.103,connected,232,2025-09-10 17:39:02,Conectividade OK via bastion,,
subversion_NEW,10.32.14.162,connected,165,2025-09-10 17:39:02,Conectividade OK via bastion,,
jbosseap02,10.11.152.67,connected,336,2025-09-10 17:39:02,Conectividade OK via bastion,,
mon-estoque-eng,10.32.13.12,connected,211,2025-09-10 17:39:02,Conectividade OK via bastion,,
usrv34,10.32.10.50,connected,239,2025-09-10 17:39:02,Conectividade OK via bastion,,
rubictbc01,10.32.8.236,connected,107,2025-09-10 17:39:02,Conectividade OK via bastion,,
portalctbc04hmg_NEW,10.32.15.99,connected,193,2025-09-10 17:39:02,Conectividade OK via bastion,,
sunlight2,10.32.9.251,connected,139,2025-09-10 17:39:02,Conectividade OK via bastion,,
datastagehom01,10.32.8.168,connected,223,2025-09-10 17:39:02,Conectividade OK via bastion,,
sps3-app-hml02.iot,10.51.130.131,failed,0,2025-09-10 17:39:02,Timeout na conexão,Verificar latência/ACL/VPN,timeout
usrv37,10.32.9.99,connected,159,2025-09-10 17:39:02,Conectividade OK via bastion,,
sgdleanhom01,10.32.15.244,connected,366,2025-09-10 17:39:02,Conectividade OK via bastion,,
SBLPRDWEB01,10.51.0.11,connected,114,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDWEB02,10.51.0.12,connected,111,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDOAM01,10.51.0.15,connected,107,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDAPP01,10.51.0.17,connected,110,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDAPP02,10.51.0.18,connected,102,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDOAM02,10.51.0.16,connected,180,2025-09-10 17:39:03,Conectividade OK via bastion,,
ecomm04_NEW,10.50.17.30,connected,319,2025-09-10 17:39:03,Conectividade OK via bastion,,
zabbix-mysql-plat-prd01,172.20.0.75,failed,0,2025-09-10 17:39:03,Timeout na conexão,Verificar latência/ACL/VPN,timeout
bilprdapp2,10.51.0.20,connected,145,2025-09-10 17:39:03,Conectividade OK via bastion,,
bilprdapp1,10.51.0.19,connected,204,2025-09-10 17:39:03,Conectividade OK via bastion,,
ocvsmedtelpx01,10.41.12.20,connected,463,2025-09-10 17:39:03,Conectividade OK via bastion,,
sblprdapp03.network.ctbc,10.51.0.21,connected,189,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDWEB03,10.51.0.23,connected,170,2025-09-10 17:39:03,Conectividade OK via bastion,,
ocvsmedcorppx01,10.41.28.20,connected,490,2025-09-10 17:39:03,Conectividade OK via bastion,,
VM_oimprdidm2,10.51.0.31,connected,146,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDWEB04,10.51.0.24,connected,191,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDCFG01,10.51.0.40,connected,122,2025-09-10 17:39:03,Conectividade OK via bastion,,
VM_oimprdidm1,10.51.0.30,connected,177,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDCFG02,10.51.0.41,connected,145,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDREP01,10.51.0.71,connected,132,2025-09-10 17:39:03,Conectividade OK via bastion,,
OSMPRD,10.51.0.63,connected,169,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDGTW02,10.51.0.76,connected,111,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDREP02,10.51.0.72,connected,141,2025-09-10 17:39:03,Conectividade OK via bastion,,
radius-ws-prd01,10.51.0.80,connected,129,2025-09-10 17:39:03,Conectividade OK via bastion,,
algargedprd-rabbit01,10.51.10.179,connected,112,2025-09-10 17:39:03,Conectividade OK via bastion,,
npp-cassandra-1,172.20.12.56,failed,0,2025-09-10 17:39:03,Timeout na conexão,Verificar latência/ACL/VPN,timeout
maestro01,10.51.10.36,connected,84,2025-09-10 17:39:03,Conectividade OK via bastion,,
SBLPRDGTW01,10.51.0.75,connected,204,2025-09-10 17:39:03,Conectividade OK via bastion,,
npp-cassandra-2,172.20.12.57,failed,0,2025-09-10 17:39:03,Timeout na conexão,Verificar latência/ACL/VPN,timeout
gedwebdavprd02,10.51.10.172,connected,176,2025-09-10 17:39:03,Conectividade OK via bastion,,
npp-cassandra-3,172.20.12.58,failed,0,2025-09-10 17:39:03,Timeout na conexão,Verificar latência/ACL/VPN,timeout
npp-cassandra-4,172.20.12.59,failed,0,2025-09-10 17:39:03,Timeout na conexão,Verificar latência/ACL/VPN,timeout
algargedprd-rabbit02,10.51.10.180,connected,142,2025-09-10 17:39:03,Conectividade OK via bastion,,
npp-cassandra-6,172.20.12.61,failed,0,2025-09-10 17:39:03,Timeout na conexão,Verificar latência/ACL/VPN,timeout
VM_wlsim01,10.51.10.59,connected,138,2025-09-10 17:39:03,Conectividade OK via bastion,,
npp-cassandra-7,172.20.12.62,failed,0,2025-09-10 17:39:03,Timeout na conexão,Verificar latência/ACL/VPN,timeout
npp-cassandra-8,172.20.12.63,failed,0,2025-09-10 17:39:03,Timeout na conexão,Verificar latência/ACL/VPN,timeout
wlhom02,10.51.10.39,connected,181,2025-09-10 17:39:03,Conectividade OK via bastion,,
bkprd01,10.51.10.62,connected,113,2025-09-10 17:39:03,Conectividade OK via bastion,,
portaldesempenho,10.32.15.245,connected,1129,2025-09-10 17:39:03,Conectividade OK via bastion,,
anrprd,10.51.0.60,connected,487,2025-09-10 17:39:03,Conectividade OK via bastion,,
lvr-digital-prd01,10.51.12.132,connected,199,2025-09-10 17:39:03,Conectividade OK via bastion,,
clik-hom-app01,10.51.123.226,connected,231,2025-09-10 17:39:03,Conectividade OK via bastion,,
crv-prd-backend-cis01,10.51.123.233,connected,205,2025-09-10 17:39:03,Conectividade OK via bastion,,
lvr-digital-hml01,10.51.12.148,connected,274,2025-09-10 17:39:03,Conectividade OK via bastion,,
clik-hom-bd02,10.51.123.229,connected,262,2025-09-10 17:39:03,Conectividade OK via bastion,,
crv-hom-cis01,10.51.123.231,connected,257,2025-09-10 17:39:03,Conectividade OK via bastion,,
crv-prd-app03,10.51.123.232,connected,265,2025-09-10 17:39:03,Conectividade OK via bastion,,
crv-prd-balancer,10.51.123.235,connected,263,2025-09-10 17:39:03,Conectividade OK via bastion,,
lxjboss01,10.51.10.69,connected,348,2025-09-10 17:39:03,Conectividade OK via bastion,,
crv-prd-bd01,10.51.123.236,connected,263,2025-09-10 17:39:03,Conectividade OK via bastion,,
crv-prd-cis-frontend,10.51.123.238,connected,265,2025-09-10 17:39:03,Conectividade OK via bastion,,
crv-prd-backend-cis02,10.51.123.234,connected,316,2025-09-10 17:39:03,Conectividade OK via bastion,,
grv-prd-backend,10.51.123.239,connected,248,2025-09-10 17:39:03,Conectividade OK via bastion,,
sblprdapp04.network.ctbc,10.51.0.22,failed,0,2025-09-10 17:39:03,Falha na autenticação,Ajustar credenciais/chave SSH,auth_failed
crv-hom-cis-frontend,10.51.123.230,connected,404,2025-09-10 17:39:04,Conectividade OK via bastion,,
crv-prd-cis-balancer,10.51.123.237,connected,360,2025-09-10 17:39:04,Conectividade OK via bastion,,
grv-prd-frontend,10.51.123.240,connected,281,2025-09-10 17:39:04,Conectividade OK via bastion,,
algarops-hom-app01,10.51.124.2,connected,263,2025-09-10 17:39:04,Conectividade OK via bastion,,
sps3-app-prd02-iot,10.51.129.5,connected,187,2025-09-10 17:39:04,Conectividade OK via bastion,,
ebinvoiceprddav01,10.51.130.20,connected,155,2025-09-10 17:39:04,Conectividade OK via bastion,,
afiliados-app-hml01,10.51.129.37,connected,241,2025-09-10 17:39:04,Conectividade OK via bastion,,
sps3-app-prd01-iot,10.51.129.4,connected,245,2025-09-10 17:39:04,Conectividade OK via bastion,,
srvphp-dev_NEW,10.51.130.52,connected,204,2025-09-10 17:39:04,Conectividade OK via bastion,,
comissaoprd01,10.51.14.16,connected,155,2025-09-10 17:39:04,Conectividade OK via bastion,,
pvweb02,10.51.14.11,connected,179,2025-09-10 17:39:04,Conectividade OK via bastion,,
in-proxy-connect-prd01,10.51.129.242,connected,432,2025-09-10 17:39:04,Conectividade OK via bastion,,
out-proxy-connect-prd01,10.51.129.244,connected,439,2025-09-10 17:39:04,Conectividade OK via bastion,,
afiliados-app-prd01,10.51.129.36,connected,441,2025-09-10 17:39:04,Conectividade OK via bastion,,
zteftppx01,10.51.131.4,connected,375,2025-09-10 17:39:04,Conectividade OK via bastion,,
spshx03,10.51.15.133,connected,336,2025-09-10 17:39:04,Conectividade OK via bastion,,
spspx02,10.51.15.147,connected,252,2025-09-10 17:39:04,Conectividade OK via bastion,,
antispam-db01,10.51.17.66,connected,158,2025-09-10 17:39:04,Conectividade OK via bastion,,
spspx01,10.51.15.146,connected,330,2025-09-10 17:39:04,Conectividade OK via bastion,,
in-proxy-connect-hml01,10.51.130.187,connected,612,2025-09-10 17:39:04,Conectividade OK via bastion,,
med-ime-prd01,10.51.128.114,connected,715,2025-09-10 17:39:04,Conectividade OK via bastion,,
spspx03,10.51.15.148,connected,323,2025-09-10 17:39:04,Conectividade OK via bastion,,
nschprd,10.51.2.11,connected,106,2025-09-10 17:39:04,Conectividade OK via bastion,,
antispam-scan03,10.51.17.69,connected,155,2025-09-10 17:39:04,Conectividade OK via bastion,,
spspx04,10.51.15.149,connected,347,2025-09-10 17:39:04,Conectividade OK via bastion,,
prtpndb2bpx01,10.51.154.2,connected,334,2025-09-10 17:39:04,Conectividade OK via bastion,,
portfolio-hom01,10.51.2.76,connected,95,2025-09-10 17:39:04,Conectividade OK via bastion,,
antispam-scan01,10.51.17.67,connected,214,2025-09-10 17:39:04,Conectividade OK via bastion,,
nodehx02,10.51.131.167,connected,674,2025-09-10 17:39:04,Conectividade OK via bastion,,
nodehx01,10.51.131.166,connected,705,2025-09-10 17:39:04,Conectividade OK via bastion,,
cloud12c01,10.51.22.16,connected,116,2025-09-10 17:39:04,Conectividade OK via bastion,,
phone2b-db01.intranet,10.51.22.165,connected,116,2025-09-10 17:39:04,Conectividade OK via bastion,,
bdahomapp01,10.51.21.142,connected,152,2025-09-10 17:39:04,Conectividade OK via bastion,,
antispam-scan02,10.51.17.68,connected,296,2025-09-10 17:39:04,Conectividade OK via bastion,,
phone2bapp01.intranet,10.51.22.166,connected,117,2025-09-10 17:39:04,Conectividade OK via bastion,,
Servidor-RC-PHONE2BAPP02,10.51.22.167,connected,117,2025-09-10 17:39:04,Conectividade OK via bastion,,
spshx04,10.51.15.134,connected,647,2025-09-10 17:39:04,Conectividade OK via bastion,,
cloud12c02,10.51.22.17,connected,95,2025-09-10 17:39:04,Conectividade OK via bastion,,
out-proxy-connect-hml01,10.51.130.189,connected,853,2025-09-10 17:39:04,Conectividade OK via bastion,,
antispam-scan04,10.51.17.70,connected,302,2025-09-10 17:39:04,Conectividade OK via bastion,,
sittelhom01,10.51.21.68,connected,211,2025-09-10 17:39:04,Conectividade OK via bastion,,
som-prd-chat01,10.51.23.178,connected,117,2025-09-10 17:39:04,Conectividade OK via bastion,,
trs-hom-app01,10.51.24.41,connected,119,2025-09-10 17:39:04,Conectividade OK via bastion,,
trs-hom-app02,10.51.24.42,connected,122,2025-09-10 17:39:04,Conectividade OK via bastion,,
