hostname,ip_address,status,response_time,last_tested_at,description,pendencies,failure_reason
id-itnm-hom05,172.20.14.160,connected,143,2025-09-10 17:38:46,Conectividade OK via bastion,,
id-tncm-ps-hom01,172.20.14.140,connected,236,2025-09-10 17:38:46,Conectividade OK via bastion,,
id-tncm-cs-hom01,172.20.14.141,connected,233,2025-09-10 17:38:46,Conectividade OK via bastion,,
id-itnm-hom07,172.20.14.162,connected,143,2025-09-10 17:38:46,Conectividade OK via bastion,,
id-itnm-hom06,172.20.14.161,connected,171,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-itnm-hom09,172.20.14.164,connected,138,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-itnm-hom08,172.20.14.163,connected,154,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-itnm-hom10,172.20.14.166,connected,146,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-nodered-hom01,172.20.14.146,connected,278,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-tncm-ws-hom02,172.20.14.143,connected,331,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-tncm-ws-hom01,172.20.14.142,connected,359,2025-09-10 17:38:47,Conectividade OK via bastion,,
node-red-hom01,172.20.14.167,connected,225,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-itnm-hml02,172.20.14.175,connected,215,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-itnm-hml01,172.20.14.176,connected,214,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-probes-hml02,172.20.14.183,connected,192,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-impact-hml01,172.20.14.182,connected,228,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-probes-hml01,172.20.14.184,connected,288,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-colb1-hml01,172.20.14.185,connected,270,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-impact-hml02,172.20.14.181,connected,366,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-aggp1-hml01,172.20.14.188,connected,232,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-aggb1-hml01,172.20.14.187,connected,242,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-colp1-hml02,172.20.14.186,connected,261,2025-09-10 17:38:47,Conectividade OK via bastion,,
node-red-prd01,172.20.14.194,connected,191,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-webgui-hml02,172.20.14.189,connected,255,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-tncm-ps-prd01,172.20.14.204,connected,213,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-webgui-hml01,172.20.14.190,connected,288,2025-09-10 17:38:47,Conectividade OK via bastion,,
tr069-logs-prd01,172.20.10.24,connected,853,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-tncm-ps-prd02,172.20.14.205,connected,177,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-portal-hom01_,172.20.14.145,connected,730,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-tncm-cs-prd01,172.20.14.206,connected,202,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-portal-prd01_v1212,172.20.14.213,connected,230,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-portal-prd02,172.20.14.214,connected,195,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-tncm-ws-prd02,172.20.14.208,connected,294,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-tncm-ws-prd01,172.20.14.207,connected,314,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-tncm-ws-prd03,172.20.14.209,connected,317,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-nodered-prd01,172.20.14.218,connected,250,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-apm-hml02,172.20.14.177,failed,0,2025-09-10 17:38:47,Rede inacessível,Corrigir rota/DNS/VPN/firewall,network_unreachable
ams-nokia-prd01,172.20.14.22,connected,214,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-itnm-prd03,172.20.14.219,connected,225,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-itnm-prd01,172.20.14.220,connected,226,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-tncm-ws-prd05,172.20.14.215,connected,355,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-itnm-prd04,172.20.14.223,connected,195,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-itnm-prd02,172.20.14.221,connected,209,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-tncm-ws-prd06,172.20.14.216,connected,373,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-itnm-prd05,172.20.14.224,connected,179,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-itnm-prd06,172.20.14.225,connected,194,2025-09-10 17:38:47,Conectividade OK via bastion,,
id-tncm-ws-prd04,172.20.14.210,connected,515,2025-09-10 17:38:47,Conectividade OK via bastion,,
servidor-topologia-digital-prd01,172.20.14.231,connected,184,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-itnm-prd07,172.20.14.226,connected,234,2025-09-10 17:38:47,Conectividade OK via bastion,,
nc-itnm-prd09,172.20.14.238,connected,199,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-db2-prd02,172.20.14.233,connected,303,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-itnm-prd11,172.20.14.240,connected,235,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-itnm-prd08,172.20.14.237,connected,280,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-itnm-prd10,172.20.14.239,connected,280,2025-09-10 17:38:48,Conectividade OK via bastion,,
secgtw-botcor-prd01.network.ctbc,172.20.14.228,connected,397,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-probes-prd02,172.20.14.243,connected,219,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-db2-prd01,172.20.14.234,connected,395,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-impact-prd02,172.20.14.241,connected,326,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-impact-prd01,172.20.14.242,connected,312,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-noi-prd01,172.20.14.236,connected,430,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-probes-prd01,172.20.14.244,connected,244,2025-09-10 17:38:48,Conectividade OK via bastion,,
apm-app-prd01,172.20.14.232,failed,0,2025-09-10 17:38:48,Rede inacessível,Corrigir rota/DNS/VPN/firewall,network_unreachable
nc-noi-prd02,172.20.14.235,connected,494,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-aggb1-prd01,172.20.14.247,connected,233,2025-09-10 17:38:48,Conectividade OK via bastion,,
portalcorrelacoes,172.20.14.254,connected,191,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-colp1-prd01,172.20.14.246,connected,268,2025-09-10 17:38:48,Conectividade OK via bastion,,
LDAP-prd01,10.51.75.39,failed,0,2025-09-10 17:38:48,Timeout na conexão,Verificar latência/ACL/VPN,timeout
LDAP-prd02,10.51.75.40,failed,0,2025-09-10 17:38:48,Timeout na conexão,Verificar latência/ACL/VPN,timeout
nc-itnm-prd12,172.20.14.253,connected,265,2025-09-10 17:38:48,Conectividade OK via bastion,,
icpworkerpl-stg03,10.51.76.22,failed,0,2025-09-10 17:38:48,Timeout na conexão,Verificar latência/ACL/VPN,timeout
nc-colb1-prd01,172.20.14.245,connected,420,2025-09-10 17:38:48,Conectividade OK via bastion,,
gw-123milhas-hml02,172.20.23.198,connected,201,2025-09-10 17:38:48,Conectividade OK via bastion,,
gw-123milhas-hml01,172.20.23.197,connected,243,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-aggp1-prd01,172.20.14.248,connected,432,2025-09-10 17:38:48,Conectividade OK via bastion,,
nc-dis-prd01,172.20.14.250,connected,425,2025-09-10 17:38:48,Conectividade OK via bastion,,
VM-IPTV-01,172.20.38.151,connected,190,2025-09-10 17:38:48,Conectividade OK via bastion,,
blueplanetpx01,172.20.27.42,connected,317,2025-09-10 17:38:48,Conectividade OK via bastion,,
bedigpx01,172.20.27.251,connected,334,2025-09-10 17:38:48,Conectividade OK via bastion,,
monitoramento-ura-online-hml02,172.20.38.12,connected,248,2025-09-10 17:38:48,Conectividade OK via bastion,,
apcem-poc01,172.20.38.10,connected,276,2025-09-10 17:38:48,Conectividade OK via bastion,,
observion-sec_v267,172.20.38.227,connected,239,2025-09-10 17:38:48,Conectividade OK via bastion,,
gw-123milhas-prd02,172.20.23.196,connected,429,2025-09-10 17:38:48,Conectividade OK via bastion,,
ractelecom03-236-prd.dbtelecom.com.br,172.20.0.210,connected,3136,2025-09-10 17:38:48,Conectividade OK via bastion,,
zabbix-sec,172.20.38.229,connected,258,2025-09-10 17:38:48,Conectividade OK via bastion,,
blueplanetpx02,172.20.27.43,connected,353,2025-09-10 17:38:48,Conectividade OK via bastion,,
ig-11,172.20.38.242,connected,235,2025-09-10 17:38:48,Conectividade OK via bastion,,
apcem-hml01,172.20.38.11,connected,362,2025-09-10 17:38:48,Conectividade OK via bastion,,
VM_ubiquiti_prd,172.20.4.8,connected,263,2025-09-10 17:38:48,Conectividade OK via bastion,,
proxy-prd01,172.20.47.140,connected,206,2025-09-10 17:38:48,Conectividade OK via bastion,,
zabbix-poller-tic-app02-desc,172.20.46.190,connected,217,2025-09-10 17:38:48,Conectividade OK via bastion,,
SSM-prd01,172.20.47.141,connected,221,2025-09-10 17:38:48,Conectividade OK via bastion,,
vertica-prd02-ext4,172.20.47.148,connected,151,2025-09-10 17:38:48,Conectividade OK via bastion,,
vertica-prd01-ext4,172.20.47.147,connected,179,2025-09-10 17:38:48,Conectividade OK via bastion,,
IP-track-relay-prd01,172.20.47.142,connected,236,2025-09-10 17:38:48,Conectividade OK via bastion,,
vertica-prd03-ext4,172.20.47.149,connected,170,2025-09-10 17:38:48,Conectividade OK via bastion,,
LDAP-SDWAN-PRD02,172.20.46.12,connected,388,2025-09-10 17:38:48,Conectividade OK via bastion,,
gw-123milhas-prd01,172.20.23.195,connected,689,2025-09-10 17:38:48,Conectividade OK via bastion,,
kafka-prd03,172.20.47.146,connected,269,2025-09-10 17:38:48,Conectividade OK via bastion,,
kafka-prd2,172.20.47.145,connected,268,2025-09-10 17:38:48,Conectividade OK via bastion,,
kafka-prd01,172.20.47.144,connected,302,2025-09-10 17:38:48,Conectividade OK via bastion,,
provisioning-server-prd01,172.20.47.153,connected,197,2025-09-10 17:38:48,Conectividade OK via bastion,,
app-portal-prd01,172.20.47.151,connected,280,2025-09-10 17:38:49,Conectividade OK via bastion,,
policy-manager-prd01_v76,172.20.47.152,connected,260,2025-09-10 17:38:49,Conectividade OK via bastion,,
proxy-prd02,172.20.47.158,connected,241,2025-09-10 17:38:49,Conectividade OK via bastion,,
pl5-eventos-prd03,172.20.5.13,connected,240,2025-09-10 17:38:49,Conectividade OK via bastion,,
pl5-eventos-prd02,172.20.5.12,connected,261,2025-09-10 17:38:49,Conectividade OK via bastion,,
pl5-eventos-prd04,172.20.5.14,connected,223,2025-09-10 17:38:49,Conectividade OK via bastion,,
pl5-eventos-prd05,172.20.5.15,connected,222,2025-09-10 17:38:49,Conectividade OK via bastion,,
pl5-eventos-prd06,172.20.5.16,connected,246,2025-09-10 17:38:49,Conectividade OK via bastion,,
pl5-eventos-prd11,172.20.5.21,connected,227,2025-09-10 17:38:49,Conectividade OK via bastion,,
vertica-prd04.network.ctbc,172.20.47.155,connected,398,2025-09-10 17:38:49,Conectividade OK via bastion,,
vertica-prd06.network.ctbc,172.20.47.157,connected,371,2025-09-10 17:38:49,Conectividade OK via bastion,,
pl5-eventos-prd07,172.20.5.17,connected,272,2025-09-10 17:38:49,Conectividade OK via bastion,,
pl5-eventos-prd14,172.20.5.24,connected,215,2025-09-10 17:38:49,Conectividade OK via bastion,,
sportal-prd01,172.20.47.150,connected,578,2025-09-10 17:38:49,Conectividade OK via bastion,,
api-protweb-prd01,172.20.47.180,connected,432,2025-09-10 17:38:49,Conectividade OK via bastion,,
pl5-eventos-prd15,172.20.5.25,connected,225,2025-09-10 17:38:49,Conectividade OK via bastion,,
http-proxy-omni-prd02,172.20.50.228,connected,213,2025-09-10 17:38:49,Conectividade OK via bastion,,
citrus-app-omni-prd02,172.20.50.229,connected,210,2025-09-10 17:38:49,Conectividade OK via bastion,,
citrus-app-omni-prd03,172.20.50.231,connected,164,2025-09-10 17:38:49,Conectividade OK via bastion,,
citrus-app-omni-prd01,172.20.50.230,connected,199,2025-09-10 17:38:49,Conectividade OK via bastion,,
app-omni-h01,172.20.50.240,connected,156,2025-09-10 17:38:49,Conectividade OK via bastion,,
link-prd01,172.20.47.143,connected,729,2025-09-10 17:38:49,Conectividade OK via bastion,,
citrus-bd-omni-prd01,172.20.50.233,connected,187,2025-09-10 17:38:49,Conectividade OK via bastion,,
citrus-bd-omni-prd02,172.20.50.234,connected,178,2025-09-10 17:38:49,Conectividade OK via bastion,,
aaa-moniot-prd01,172.20.52.10,connected,174,2025-09-10 17:38:49,Conectividade OK via bastion,,
vertica-prd05.network.ctbc,172.20.47.156,connected,649,2025-09-10 17:38:49,Conectividade OK via bastion,,
aaa-moniot-prd03,172.20.52.12,connected,160,2025-09-10 17:38:49,Conectividade OK via bastion,,
aaa-moniot-prd02,172.20.52.11,connected,175,2025-09-10 17:38:49,Conectividade OK via bastion,,
aaa-moniot-prd04,172.20.52.13,connected,160,2025-09-10 17:38:49,Conectividade OK via bastion,,
mysql-moniot-prd01,172.20.52.14,connected,172,2025-09-10 17:38:49,Conectividade OK via bastion,,
mysql-moniot-prd02,172.20.52.15,connected,179,2025-09-10 17:38:49,Conectividade OK via bastion,,
mysql-moniot-prd04,172.20.52.17,connected,177,2025-09-10 17:38:49,Conectividade OK via bastion,,
stream-moniot-prd01,172.20.52.18,connected,162,2025-09-10 17:38:49,Conectividade OK via bastion,,
mysql-moniot-prd03,172.20.52.16,connected,200,2025-09-10 17:38:49,Conectividade OK via bastion,,
stream-moniot-prd03,172.20.52.20,connected,194,2025-09-10 17:38:49,Conectividade OK via bastion,,
stream-moniot-prd04,172.20.52.21,connected,201,2025-09-10 17:38:49,Conectividade OK via bastion,,
spark-prd-worker01,10.56.7.133,failed,0,2025-09-10 17:38:49,Timeout na conexão,Verificar latência/ACL/VPN,timeout
stream-moniot-prd05,172.20.52.22,connected,195,2025-09-10 17:38:49,Conectividade OK via bastion,,
stream-moniot-prd06,172.20.52.23,connected,178,2025-09-10 17:38:49,Conectividade OK via bastion,,
stream-moniot-prd02,172.20.52.19,connected,278,2025-09-10 17:38:49,Conectividade OK via bastion,,
api-moniot-prd01,172.20.52.32,connected,188,2025-09-10 17:38:49,Conectividade OK via bastion,,
consumers-moniot-prd02,172.20.52.25,connected,302,2025-09-10 17:38:49,Conectividade OK via bastion,,
consumers-moniot-prd04,172.20.52.27,connected,315,2025-09-10 17:38:49,Conectividade OK via bastion,,
consumers-moniot-prd05,172.20.52.28,connected,299,2025-09-10 17:38:49,Conectividade OK via bastion,,
consumers-moniot-prd07,172.20.52.30,connected,288,2025-09-10 17:38:49,Conectividade OK via bastion,,
pl5-eventos-prd08,172.20.5.18,connected,880,2025-09-10 17:38:49,Conectividade OK via bastion,,
consumers-moniot-prd06,172.20.52.29,connected,305,2025-09-10 17:38:49,Conectividade OK via bastion,,
mysqla2-moniot-prd03,172.20.52.37,connected,212,2025-09-10 17:38:49,Conectividade OK via bastion,,
stream-moniot-prd07,172.20.52.36,connected,277,2025-09-10 17:38:49,Conectividade OK via bastion,,
api-moniot-prd02,172.20.52.33,connected,315,2025-09-10 17:38:49,Conectividade OK via bastion,,
citrus-app-omni-prd04,172.20.50.232,failed,0,2025-09-10 17:38:49,Falha na autenticação,Ajustar credenciais/chave SSH,auth_failed
mysqla1-moniot-prd01,172.20.52.34,connected,344,2025-09-10 17:38:49,Conectividade OK via bastion,,
consumers-moniot-prd08,172.20.52.31,connected,387,2025-09-10 17:38:49,Conectividade OK via bastion,,
nc-dashboards-hml02,172.20.14.179,failed,0,2025-09-10 17:38:49,Rede inacessível,Corrigir rota/DNS/VPN/firewall,network_unreachable
logs-moniot-prd01,172.20.52.39,connected,331,2025-09-10 17:38:50,Conectividade OK via bastion,,
mgmt-moniot-prd01,172.20.52.40,connected,305,2025-09-10 17:38:50,Conectividade OK via bastion,,
mgmt-moniot-hml01,172.20.53.13,connected,165,2025-09-10 17:38:50,Conectividade OK via bastion,,
mysql-moniot-hml01,172.20.53.14,connected,174,2025-09-10 17:38:50,Conectividade OK via bastion,,
stream-moniot-hml01-NEW,172.20.53.16,connected,173,2025-09-10 17:38:50,Conectividade OK via bastion,,
metrics-moniot-prd01,172.20.52.41,connected,299,2025-09-10 17:38:50,Conectividade OK via bastion,,
consumers-moniot-prd01,172.20.52.24,connected,638,2025-09-10 17:38:50,Conectividade OK via bastion,,
stream-moniot-hml02,172.20.53.17,connected,175,2025-09-10 17:38:50,Conectividade OK via bastion,,
api-portal-hom-iot,172.20.53.21,connected,185,2025-09-10 17:38:50,Conectividade OK via bastion,,
mongo-moniot-prd01,172.20.52.44,connected,293,2025-09-10 17:38:50,Conectividade OK via bastion,,
beatch-moniot-p1,172.20.52.42,connected,356,2025-09-10 17:38:50,Conectividade OK via bastion,,
beatch-moniot-p2,172.20.52.43,connected,337,2025-09-10 17:38:50,Conectividade OK via bastion,,
mongo-moniot-prd03,172.20.52.46,connected,328,2025-09-10 17:38:50,Conectividade OK via bastion,,
ms-01-portal-hom-iot,172.20.53.23,connected,188,2025-09-10 17:38:50,Conectividade OK via bastion,,
mongo-moniot-prd04,172.20.52.47,connected,354,2025-09-10 17:38:50,Conectividade OK via bastion,,
lb-api-hom-iot,172.20.53.25,connected,156,2025-09-10 17:38:50,Conectividade OK via bastion,,
mysqla2-moniot-prd02,172.20.52.35,connected,617,2025-09-10 17:38:50,Conectividade OK via bastion,,
mongo-moniot-prd02,172.20.52.45,connected,380,2025-09-10 17:38:50,Conectividade OK via bastion,,
ms-02-portal-hom-iot,172.20.53.24,connected,172,2025-09-10 17:38:50,Conectividade OK via bastion,,
couchbase-soa-prd01,172.20.56.10,connected,148,2025-09-10 17:38:50,Conectividade OK via bastion,,
couchbase-soa-prd02,172.20.56.11,connected,163,2025-09-10 17:38:50,Conectividade OK via bastion,,
edb-soa-prd01,172.20.56.12,connected,163,2025-09-10 17:38:50,Conectividade OK via bastion,,
edb-soa-prd02,172.20.56.13,connected,157,2025-09-10 17:38:50,Conectividade OK via bastion,,
ebd-pem-soa-prd02,172.20.56.15,connected,158,2025-09-10 17:38:50,Conectividade OK via bastion,,
couchbase2-soa-prd02,172.20.56.20,connected,145,2025-09-10 17:38:50,Conectividade OK via bastion,,
couchbase2-soa-prd01,172.20.56.18,connected,156,2025-09-10 17:38:50,Conectividade OK via bastion,,
couchbase3-soa-prd01,172.20.56.19,connected,158,2025-09-10 17:38:50,Conectividade OK via bastion,,
ntrp-soa-p01,172.20.56.16,connected,194,2025-09-10 17:38:50,Conectividade OK via bastion,,
couchbase3-soa-prd02,172.20.56.21,connected,151,2025-09-10 17:38:50,Conectividade OK via bastion,,
ebd-pem-soa-prd01,172.20.56.14,connected,241,2025-09-10 17:38:50,Conectividade OK via bastion,,
vigiapx01,172.20.64.125,connected,148,2025-09-10 17:38:50,Conectividade OK via bastion,,
zabbix-report-server-hml01,172.20.9.152,connected,192,2025-09-10 17:38:50,Conectividade OK via bastion,,
zabbixdbhomo,172.20.9.145,connected,231,2025-09-10 17:38:50,Conectividade OK via bastion,,
pv4-camp-kannel-2,172.25.179.184,connected,167,2025-09-10 17:38:50,Conectividade OK via bastion,,
pl-sdp-v4-app-10,172.25.179.139,connected,178,2025-09-10 17:38:50,Conectividade OK via bastion,,
oasrpx01,172.20.62.142,connected,303,2025-09-10 17:38:50,Conectividade OK via bastion,,
monitoramento-ura-online,172.20.57.146,connected,307,2025-09-10 17:38:50,Conectividade OK via bastion,,
monitoramento-ura-online-prd02,172.20.57.147,connected,297,2025-09-10 17:38:50,Conectividade OK via bastion,,
pv4-camp-mob-1,172.25.179.185,connected,192,2025-09-10 17:38:50,Conectividade OK via bastion,,
pv4-camp-mob-2,172.25.179.186,connected,183,2025-09-10 17:38:50,Conectividade OK via bastion,,
zabbix-ondemand-hml01,172.20.9.150,connected,294,2025-09-10 17:38:50,Conectividade OK via bastion,,
pv4-camp-wfly-1,172.25.179.187,connected,210,2025-09-10 17:38:50,Conectividade OK via bastion,,
server-trace-fac,172.25.0.117,connected,284,2025-09-10 17:38:50,Conectividade OK via bastion,,
pv4-camp-wfly-2,172.25.179.188,connected,185,2025-09-10 17:38:50,Conectividade OK via bastion,,
pl-sdp-v4-soa-ati-1,172.25.179.190,connected,164,2025-09-10 17:38:50,Conectividade OK via bastion,,
pv4-camp-adm-1,172.25.179.189,connected,201,2025-09-10 17:38:50,Conectividade OK via bastion,,
pl-GRAV-SERV-4,172.25.179.218,connected,218,2025-09-10 17:38:50,Conectividade OK via bastion,,
pl4-log-indexer-2,172.25.179.242,connected,194,2025-09-10 17:38:50,Conectividade OK via bastion,,
pl-GRAV-SERV-5,172.25.179.219,connected,215,2025-09-10 17:38:50,Conectividade OK via bastion,,
pl-GRAV-SERV-6,172.25.179.220,connected,219,2025-09-10 17:38:50,Conectividade OK via bastion,,
PL4-NV-APP-5,172.25.179.249,connected,128,2025-09-10 17:38:50,Conectividade OK via bastion,,
PL4-NV-APP-6,172.25.179.250,connected,126,2025-09-10 17:38:50,Conectividade OK via bastion,,
tic-building-blocks-hom01,10.51.126.134,failed,0,2025-09-10 17:38:50,Timeout na conexão,Verificar latência/ACL/VPN,timeout
pl4-log-kibana-1,172.25.179.243,connected,320,2025-09-10 17:38:50,Conectividade OK via bastion,,
smsc2-worker-hml-1,172.25.208.126,connected,170,2025-09-10 17:38:50,Conectividade OK via bastion,,
PL4-IVR-SDP-MOB-7,172.25.179.164,connected,568,2025-09-10 17:38:50,Conectividade OK via bastion,,
smsc2-worker-hml-2,172.25.208.127,connected,166,2025-09-10 17:38:50,Conectividade OK via bastion,,
smsc2-receiver-hml01,172.25.208.128,connected,173,2025-09-10 17:38:50,Conectividade OK via bastion,,
smsc2-receiver-hml02,172.25.208.129,connected,171,2025-09-10 17:38:50,Conectividade OK via bastion,,
smsc2-smpp-hml01,172.25.208.130,connected,174,2025-09-10 17:38:50,Conectividade OK via bastion,,
smsc2-smpp-hml02,172.25.208.131,connected,193,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-map-hml01,172.25.208.132,connected,180,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-map-hml02,172.25.208.133,connected,167,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-proxy-hml01,172.25.208.135,connected,178,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-proxy-hml02,172.25.208.136,connected,176,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-data-server-hml01,172.25.208.134,connected,191,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-services-hml01,172.25.208.138,connected,171,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-broker-hml01-ora,172.25.208.137,connected,183,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-services-hml02,172.25.208.139,connected,181,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-services-01,172.25.208.142,connected,178,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-services-02,172.25.208.143,connected,172,2025-09-10 17:38:51,Conectividade OK via bastion,,
velocidade-spo,172.25.176.80,connected,845,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-services-03,172.25.208.144,connected,176,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-services-04,172.25.208.145,connected,174,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-receiver-02,172.25.208.159,connected,199,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-receiver-01,172.25.208.158,connected,208,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-receiver-03,172.25.208.160,connected,193,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-receiver-04,172.25.208.161,connected,216,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-receiver-05,172.25.208.162,connected,201,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-receiver-06,172.25.208.163,connected,204,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-receiver-07,172.25.208.164,connected,208,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-receiver-08,172.25.208.165,connected,205,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-receiver-09,172.25.208.166,connected,200,2025-09-10 17:38:51,Conectividade OK via bastion,,
server-trace-piag-prd09,172.24.158.25,connected,1081,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-receiver-10,172.25.208.167,connected,210,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-01,172.25.208.168,connected,206,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-02,172.25.208.169,connected,207,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-04,172.25.208.171,connected,201,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-03,172.25.208.170,connected,227,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-05,172.25.208.172,connected,203,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-06,172.25.208.173,connected,213,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-07,172.25.208.174,connected,221,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-08,172.25.208.175,connected,222,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-09,172.25.208.176,connected,205,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-10,172.25.208.177,connected,204,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-11,172.25.208.178,connected,198,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-13,172.25.208.180,connected,202,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-12,172.25.208.179,connected,211,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-15,172.25.208.182,connected,211,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-14,172.25.208.181,connected,217,2025-09-10 17:38:51,Conectividade OK via bastion,,
api-02-portal-hom-iot,172.20.53.22,connected,1779,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-16,172.25.208.183,connected,212,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-17,172.25.208.184,connected,201,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-18,172.25.208.185,connected,205,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-19,172.25.208.186,connected,205,2025-09-10 17:38:51,Conectividade OK via bastion,,
smsc2-core-worker-20,172.25.208.187,connected,201,2025-09-10 17:38:51,Conectividade OK via bastion,,
pv4-camp-mediaserver-1,172.25.208.221,connected,200,2025-09-10 17:38:51,Conectividade OK via bastion,,
pv4-camp-mediaserver-2,172.25.208.222,connected,194,2025-09-10 17:38:51,Conectividade OK via bastion,,
pv4-camp-db-1,172.25.208.223,connected,197,2025-09-10 17:38:51,Conectividade OK via bastion,,
pv4-camp-db-2,172.25.208.224,connected,193,2025-09-10 17:38:51,Conectividade OK via bastion,,
pv4-camp-kannel-3,172.25.208.225,connected,193,2025-09-10 17:38:51,Conectividade OK via bastion,,
pv4-camp-kannel-4,172.25.208.226,connected,193,2025-09-10 17:38:52,Conectividade OK via bastion,,
